"jahr";"ort";"rubrik";"thema";"subthema";"wert";"einheit"
2014;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";31682.491573573505;"Anzahl"
2014;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";495418.4372974783;"kW"
2014;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";67078.33227936858;"kW"
2014;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";891753.187135461;"MWh"
2014;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";120740.99810286342;"MWh"
2015;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";156332.88830324245;"Anzahl"
2015;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";1728.5545540302069;"Anzahl"
2015;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";91541.6352172479;"Anzahl"
2015;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";7244.396699954938;"Anzahl"
2015;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";1734.984037898716;"GWh"
2015;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";12.47766623750273;"GWh"
2015;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";2239.6899854690732;"GWh"
2015;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";447.28289221223315;"GWh"
2015;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";20198;"Anzahl"
2015;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";86403.6;"MWh"
2015;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";48002;"kW"
2015;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";585000.036;"MWh"
2015;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";325000.02;"kW"
2015;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";26089.915529999376;"Anzahl"
2015;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";419805.08312942414;"kW"
2015;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";62004.5611085766;"kW"
2015;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";755649.1496329634;"MWh"
2015;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";111608.20999543788;"MWh"
2015;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";34875.11464324019;"Anzahl"
2015;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";561165.1132070182;"kW"
2015;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";82883.21878922741;"kW"
2015;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";1010097.2037726326;"MWh"
2015;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";149189.79382060937;"MWh"
2016;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";169317.05883535466;"Anzahl"
2016;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";1586.786469514762;"Anzahl"
2016;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";94268.84138179108;"Anzahl"
2016;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";7267.921409805461;"Anzahl"
2016;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";1862.8843967827536;"GWh"
2016;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";12.090404752166192;"GWh"
2016;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";2361.9670269228836;"GWh"
2016;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";459.4116940354676;"GWh"
2016;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";21244;"Anzahl"
2016;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";96588.72;"MWh"
2016;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";53660.4;"kW"
2016;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";627773.796;"MWh"
2016;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";348763.22;"kW"
2016;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";27441.041960555835;"Anzahl"
2016;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";450500.1955525591;"kW"
2016;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";69313.56091226748;"kW"
2016;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";810900.3519946064;"MWh"
2016;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";124764.40964208147;"MWh"
2016;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";38514.11809499493;"Anzahl"
2016;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";632287.1324736724;"kW"
2016;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";97283.13795069978;"kW"
2016;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";1138116.8384526104;"MWh"
2016;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";175109.64831125957;"MWh"
2017;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";183763.29715132783;"Anzahl"
2017;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";1441.1722830877384;"Anzahl"
2017;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";96722.98629532274;"Anzahl"
2017;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";7267.9189008984495;"Anzahl"
2017;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";2005.7331116865912;"GWh"
2017;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";11.609458467355296;"GWh"
2017;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";2476.991341083962;"GWh"
2017;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";463.326970880106;"GWh"
2017;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";22323;"Anzahl"
2017;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";109301.93999999999;"MWh"
2017;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";60723.299999999996;"kW"
2017;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";671347.836;"MWh"
2017;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";372971.02;"kW"
2017;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";28834.794750776124;"Anzahl"
2017;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";481769.6012940741;"kW"
2017;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";78436.76441740821;"kW"
2017;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";867185.2823293334;"MWh"
2017;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";141186.1759513348;"MWh"
2017;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";42743.91775457809;"Anzahl"
2017;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";714162.1916284147;"kW"
2017;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";116272.53240991675;"kW"
2017;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";1285491.9449311465;"MWh"
2017;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";209290.55833785015;"MWh"
2018;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";199583.2886534114;"Anzahl"
2018;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";1294.6740127866935;"Anzahl"
2018;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";99131.93677309992;"Anzahl"
2018;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";7245.5043297900465;"Anzahl"
2018;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";2167.0568327611754;"GWh"
2018;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";11.047993572403074;"GWh"
2018;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";2588.611498434151;"GWh"
2018;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";473.2997193859168;"GWh"
2018;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";23491;"Anzahl"
2018;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";119962.8;"MWh"
2018;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";66646;"kW"
2018;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";712813.896;"MWh"
2018;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";396007.72;"kW"
2018;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";30343.50954130188;"Anzahl"
2018;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";511526.2879506706;"kW"
2018;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";86087.1626107703;"kW"
2018;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";920747.318311207;"MWh"
2018;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";154956.89269938655;"MWh"
2018;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";47601.45291816938;"Anzahl"
2018;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";802458.083470759;"kW"
2018;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";135049.44153864527;"kW"
2018;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";1444424.5502473663;"MWh"
2018;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";243088.9947695615;"MWh"
2019;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";217096.2570862979;"Anzahl"
2019;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";1163.1919563203805;"Anzahl"
2019;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";101626.12506635101;"Anzahl"
2019;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";7228.8144081192195;"Anzahl"
2019;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";2351.130961114285;"GWh"
2019;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";10.482097549654462;"GWh"
2019;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";2698.660160236162;"GWh"
2019;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";493.5174490709145;"GWh"
2019;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";24783;"Anzahl"
2019;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";130652.28;"MWh"
2019;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";72584.6;"kW"
2019;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";759012.336;"MWh"
2019;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";421673.52;"kW"
2019;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";32012.39610753414;"Anzahl"
2019;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";544679.0037646056;"kW"
2019;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";93758.09895924314;"kW"
2019;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";980422.2067762901;"MWh"
2019;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";168764.57812663764;"MWh"
2019;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";53225.72244185861;"Anzahl"
2019;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";905615.8550862089;"kW"
2019;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";155887.8171792491;"kW"
2019;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";1630108.539155176;"MWh"
2019;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";280598.07092264836;"MWh"
2020;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";237630.75876085318;"Anzahl"
2020;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";1023.33761236701;"Anzahl"
2020;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";104351.75134004201;"Anzahl"
2020;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";7373.944252818685;"Anzahl"
2020;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";2576.4676501061663;"GWh"
2020;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";9.844482835526547;"GWh"
2020;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";2813.393678443896;"GWh"
2020;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";528.0127196546306;"GWh"
2020;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";26267;"Anzahl"
2020;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";144452.88;"MWh"
2020;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";80251.6;"kW"
2020;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";813700.296;"MWh"
2020;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";452055.72000000003;"kW"
2020;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";42554.1367781155;"Anzahl"
2020;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";732357.7469908815;"kW"
2020;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";130012.47051671734;"kW"
2020;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";1318243.9445835866;"MWh"
2020;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";234022.4469300912;"MWh"
2020;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";60073.04208060693;"Anzahl"
2020;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";1033858.5407674673;"kW"
2020;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";183536.67125427476;"kW"
2020;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";1860945.373381441;"MWh"
2020;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";330366.00825769454;"MWh"
2021;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";261590.56949635144;"Anzahl"
2021;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";890.3240176033237;"Anzahl"
2021;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";108154.62529394061;"Anzahl"
2021;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";7384.348134077337;"Anzahl"
2021;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";2838.55521564849;"GWh"
2021;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";9.071959772910288;"GWh"
2021;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";2940.367737739454;"GWh"
2021;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";565.887721361169;"GWh"
2021;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";28514;"Anzahl"
2021;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";164758.68;"MWh"
2021;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";91532.59999999999;"kW"
2021;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";891309.6;"MWh"
2021;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";495172;"kW"
2021;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";35789.17695473251;"Anzahl"
2021;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";621512.1810699588;"kW"
2021;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";114886.59670781891;"kW"
2021;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";1118721.9259259258;"MWh"
2021;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";206795.87407407406;"MWh"
2021;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";69200.7408588953;"Anzahl"
2021;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";1201734.9110114647;"kW"
2021;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";222140.8337217128;"kW"
2021;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";2163122.8398206364;"MWh"
2021;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";399853.5006990831;"MWh"
2022;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";290475.86190544907;"Anzahl"
2022;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";765.9026381725286;"Anzahl"
2022;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";113163.37567848597;"Anzahl"
2022;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";7384.183467069388;"Anzahl"
2022;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";3147.6503721188174;"GWh"
2022;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";8.252874322424596;"GWh"
2022;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";3101.2308365200684;"GWh"
2022;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";600.0247382563404;"GWh"
2022;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";31351;"Anzahl"
2022;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";186818.4;"MWh"
2022;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";103788;"kW"
2022;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";988985.376;"MWh"
2022;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";549436.32;"kW"
2022;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";35236.89288446825;"Anzahl"
2022;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";617537.8378576894;"kW"
2022;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";116652.31216526397;"kW"
2022;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";1111568.108143841;"MWh"
2022;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";209974.16189747513;"MWh"
2022;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";80686.18053732174;"Anzahl"
2022;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";1414051.1661280873;"kW"
2022;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";267112.924806467;"kW"
2022;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";2545292.0990305576;"MWh"
2022;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";480803.2646516406;"MWh"
2023;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";320726.1329711828;"Anzahl"
2023;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";651.3363772644027;"Anzahl"
2023;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";119083.82155553602;"Anzahl"
2023;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";7287.347515985571;"Anzahl"
2023;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";3509.97607045776;"GWh"
2023;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";7.404716205590555;"GWh"
2023;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";3291.715726704504;"GWh"
2023;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";621.3986232492393;"GWh"
2023;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";33661;"Anzahl"
2023;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";200728.8;"MWh"
2023;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";111516;"kW"
2023;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";1074921.876;"MWh"
2023;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";597178.82;"kW"
2023;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";44116.78023327195;"Anzahl"
2023;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";782674.5124002455;"kW"
2023;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";146155.10128913444;"kW"
2023;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";1408814.122320442;"MWh"
2023;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";263079.182320442;"MWh"
2023;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";90842.62542492428;"Anzahl"
2023;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";1611636.3701897827;"kW"
2023;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";300953.8105488802;"kW"
2023;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";2900945.4663416087;"MWh"
2023;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";541716.8589879842;"MWh"
2024;"Schweiz";"Umweltwärme";"LuftWasserWP";"Anzahl";340212.65845717466;"Anzahl"
2024;"Schweiz";"Umweltwärme";"LuftLuftWP";"Anzahl";547.4228781145594;"Anzahl"
2024;"Schweiz";"Umweltwärme";"SoleWasserWP";"Anzahl";121882.5569677558;"Anzahl"
2024;"Schweiz";"Umweltwärme";"WasserWasserWP";"Anzahl";7172.357264687223;"Anzahl"
2024;"Schweiz";"Umweltwärme";"LuftWasserWP";"Energie";3813.7155000789735;"GWh"
2024;"Schweiz";"Umweltwärme";"LuftLuftWP";"Energie";6.546908257684095;"GWh"
2024;"Schweiz";"Umweltwärme";"SoleWasserWP";"Energie";3452.272702977938;"GWh"
2024;"Schweiz";"Umweltwärme";"WasserWasserWP";"Energie";625.0334639195557;"GWh"
2024;"Kanton";"Umweltwärme";"SoleWasserWP";"Anzahl";35456;"Anzahl"
2024;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";221359.14;"MWh"
2024;"Kanton";"Umweltwärme";"SoleWasserWP";"Kälte";122977.3;"kW"
2024;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";1154462.292;"MWh"
2024;"Kanton";"Umweltwärme";"SoleWasserWP";"Wärme";641367.94;"kW"
2024;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (GP)";38349.33142448103;"Anzahl"
2024;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";693705.7676020042;"kW"
2024;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";133012.6702219041;"kW"
2024;"Kanton";"Umweltwärme";"LuftWP";"Wärme (GP)";1248670.3816836076;"MWh"
2024;"Kanton";"Umweltwärme";"LuftWP";"Kälte (GP)";239422.80639942738;"MWh"
2024;"Kanton";"Umweltwärme";"LuftWP";"Anzahl (BFE)";99128.12583198695;"Anzahl"
2024;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";1793140.8467092244;"kW"
2024;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";343820.7713469655;"kW"
2024;"Kanton";"Umweltwärme";"LuftWP";"Wärme (BFE)";3227653.524076604;"MWh"
2024;"Kanton";"Umweltwärme";"LuftWP";"Kälte (BFE)";618877.388424538;"MWh"
