bfsakt,gemakt,jahr,wert,einheit
1,Aeugst a.A.,2004,0,MWh
1,Aeugst a.A.,2005,0,MWh
1,Aeugst a.A.,2006,0,MWh
1,Aeugst a.A.,2007,0,MWh
1,Aeugst a.A.,2008,0,MWh
1,Aeugst a.A.,2009,0,MWh
1,Aeugst a.A.,2010,0,MWh
1,Aeugst a.A.,2011,0,MWh
1,Aeugst a.A.,2012,0,MWh
1,Aeugst a.A.,2013,0,MWh
1,Aeugst a.A.,2014,0,MWh
1,Aeugst a.A.,2015,0,MWh
1,Aeugst a.A.,2016,0,MWh
1,Aeugst a.A.,2017,0,MWh
1,Aeugst a.A.,2018,0,MWh
1,Aeugst a.A.,2019,0,MWh
1,Aeugst a.A.,2020,0,MWh
1,Aeugst a.A.,2021,0,MWh
1,Aeugst a.A.,2022,0,MWh
1,Aeugst a.A.,2023,0,MWh
1,Aeugst a.A.,2024,0,MWh
2,Affoltern a.A.,2004,0,MWh
2,Affoltern a.A.,2005,0,MWh
2,Affoltern a.A.,2006,0,MWh
2,Affoltern a.A.,2007,0,MWh
2,Affoltern a.A.,2008,1493,MWh
2,Affoltern a.A.,2009,2749,MWh
2,Affoltern a.A.,2010,3892,MWh
2,Affoltern a.A.,2011,6770,MWh
2,Affoltern a.A.,2012,9722,MWh
2,Affoltern a.A.,2013,9957,MWh
2,Affoltern a.A.,2014,8022,MWh
2,Affoltern a.A.,2015,8694,MWh
2,Affoltern a.A.,2016,7725,MWh
2,Affoltern a.A.,2017,8793,MWh
2,Affoltern a.A.,2018,8662,MWh
2,Affoltern a.A.,2019,9928,MWh
2,Affoltern a.A.,2020,9092,MWh
2,Affoltern a.A.,2021,9375,MWh
2,Affoltern a.A.,2022,9084,MWh
2,Affoltern a.A.,2023,8827,MWh
2,Affoltern a.A.,2024,8742,MWh
3,Bonstetten,2004,0,MWh
3,Bonstetten,2005,0,MWh
3,Bonstetten,2006,0,MWh
3,Bonstetten,2007,0,MWh
3,Bonstetten,2008,0,MWh
3,Bonstetten,2009,0,MWh
3,Bonstetten,2010,483,MWh
3,Bonstetten,2011,377,MWh
3,Bonstetten,2012,391,MWh
3,Bonstetten,2013,2097,MWh
3,Bonstetten,2014,1611,MWh
3,Bonstetten,2015,1274,MWh
3,Bonstetten,2016,1493,MWh
3,Bonstetten,2017,3925,MWh
3,Bonstetten,2018,4379,MWh
3,Bonstetten,2019,3952,MWh
3,Bonstetten,2020,3730,MWh
3,Bonstetten,2021,4238,MWh
3,Bonstetten,2022,4076,MWh
3,Bonstetten,2023,2796,MWh
3,Bonstetten,2024,2930,MWh
4,Hausen a.A.,2004,0,MWh
4,Hausen a.A.,2005,0,MWh
4,Hausen a.A.,2006,0,MWh
4,Hausen a.A.,2007,0,MWh
4,Hausen a.A.,2008,0,MWh
4,Hausen a.A.,2009,0,MWh
4,Hausen a.A.,2010,0,MWh
4,Hausen a.A.,2011,0,MWh
4,Hausen a.A.,2012,0,MWh
4,Hausen a.A.,2013,0,MWh
4,Hausen a.A.,2014,0,MWh
4,Hausen a.A.,2015,0,MWh
4,Hausen a.A.,2016,0,MWh
4,Hausen a.A.,2017,0,MWh
4,Hausen a.A.,2018,0,MWh
4,Hausen a.A.,2019,0,MWh
4,Hausen a.A.,2020,0,MWh
4,Hausen a.A.,2021,0,MWh
4,Hausen a.A.,2022,0,MWh
4,Hausen a.A.,2023,0,MWh
4,Hausen a.A.,2024,0,MWh
5,Hedingen,2004,0,MWh
5,Hedingen,2005,0,MWh
5,Hedingen,2006,0,MWh
5,Hedingen,2007,0,MWh
5,Hedingen,2008,4002,MWh
5,Hedingen,2009,12726,MWh
5,Hedingen,2010,27205,MWh
5,Hedingen,2011,33569,MWh
5,Hedingen,2012,40186,MWh
5,Hedingen,2013,39045,MWh
5,Hedingen,2014,35995,MWh
5,Hedingen,2015,35451,MWh
5,Hedingen,2016,32826,MWh
5,Hedingen,2017,37104,MWh
5,Hedingen,2018,44332,MWh
5,Hedingen,2019,40779,MWh
5,Hedingen,2020,38856,MWh
5,Hedingen,2021,30976,MWh
5,Hedingen,2022,40590,MWh
5,Hedingen,2023,35162,MWh
5,Hedingen,2024,33472,MWh
6,Kappel a.A.,2004,0,MWh
6,Kappel a.A.,2005,0,MWh
6,Kappel a.A.,2006,0,MWh
6,Kappel a.A.,2007,0,MWh
6,Kappel a.A.,2008,0,MWh
6,Kappel a.A.,2009,0,MWh
6,Kappel a.A.,2010,0,MWh
6,Kappel a.A.,2011,0,MWh
6,Kappel a.A.,2012,0,MWh
6,Kappel a.A.,2013,0,MWh
6,Kappel a.A.,2014,0,MWh
6,Kappel a.A.,2015,0,MWh
6,Kappel a.A.,2016,0,MWh
6,Kappel a.A.,2017,0,MWh
6,Kappel a.A.,2018,0,MWh
6,Kappel a.A.,2019,0,MWh
6,Kappel a.A.,2020,0,MWh
6,Kappel a.A.,2021,0,MWh
6,Kappel a.A.,2022,0,MWh
6,Kappel a.A.,2023,0,MWh
6,Kappel a.A.,2024,0,MWh
7,Knonau,2004,0,MWh
7,Knonau,2005,0,MWh
7,Knonau,2006,0,MWh
7,Knonau,2007,0,MWh
7,Knonau,2008,0,MWh
7,Knonau,2009,0,MWh
7,Knonau,2010,0,MWh
7,Knonau,2011,50,MWh
7,Knonau,2012,56,MWh
7,Knonau,2013,69,MWh
7,Knonau,2014,363,MWh
7,Knonau,2015,430,MWh
7,Knonau,2016,637,MWh
7,Knonau,2017,670,MWh
7,Knonau,2018,769,MWh
7,Knonau,2019,1052,MWh
7,Knonau,2020,1208,MWh
7,Knonau,2021,1464,MWh
7,Knonau,2022,1329,MWh
7,Knonau,2023,1139,MWh
7,Knonau,2024,966,MWh
8,Maschwanden,2004,0,MWh
8,Maschwanden,2005,0,MWh
8,Maschwanden,2006,0,MWh
8,Maschwanden,2007,0,MWh
8,Maschwanden,2008,0,MWh
8,Maschwanden,2009,0,MWh
8,Maschwanden,2010,0,MWh
8,Maschwanden,2011,0,MWh
8,Maschwanden,2012,0,MWh
8,Maschwanden,2013,0,MWh
8,Maschwanden,2014,0,MWh
8,Maschwanden,2015,0,MWh
8,Maschwanden,2016,0,MWh
8,Maschwanden,2017,0,MWh
8,Maschwanden,2018,0,MWh
8,Maschwanden,2019,0,MWh
8,Maschwanden,2020,0,MWh
8,Maschwanden,2021,0,MWh
8,Maschwanden,2022,0,MWh
8,Maschwanden,2023,0,MWh
8,Maschwanden,2024,0,MWh
9,Mettmenstetten,2004,0,MWh
9,Mettmenstetten,2005,0,MWh
9,Mettmenstetten,2006,0,MWh
9,Mettmenstetten,2007,303,MWh
9,Mettmenstetten,2008,491,MWh
9,Mettmenstetten,2009,1048,MWh
9,Mettmenstetten,2010,1123,MWh
9,Mettmenstetten,2011,1023,MWh
9,Mettmenstetten,2012,1129,MWh
9,Mettmenstetten,2013,1350,MWh
9,Mettmenstetten,2014,1255,MWh
9,Mettmenstetten,2015,1327,MWh
9,Mettmenstetten,2016,1386,MWh
9,Mettmenstetten,2017,2393,MWh
9,Mettmenstetten,2018,2254,MWh
9,Mettmenstetten,2019,2525,MWh
9,Mettmenstetten,2020,2258,MWh
9,Mettmenstetten,2021,2656,MWh
9,Mettmenstetten,2022,2558,MWh
9,Mettmenstetten,2023,1979,MWh
9,Mettmenstetten,2024,2132,MWh
10,Obfelden,2004,0,MWh
10,Obfelden,2005,0,MWh
10,Obfelden,2006,0,MWh
10,Obfelden,2007,0,MWh
10,Obfelden,2008,593,MWh
10,Obfelden,2009,1261,MWh
10,Obfelden,2010,3029,MWh
10,Obfelden,2011,2942,MWh
10,Obfelden,2012,3329,MWh
10,Obfelden,2013,4424,MWh
10,Obfelden,2014,4119,MWh
10,Obfelden,2015,4024,MWh
10,Obfelden,2016,3996,MWh
10,Obfelden,2017,4257,MWh
10,Obfelden,2018,4279,MWh
10,Obfelden,2019,4948,MWh
10,Obfelden,2020,5157,MWh
10,Obfelden,2021,5056,MWh
10,Obfelden,2022,3780,MWh
10,Obfelden,2023,3458,MWh
10,Obfelden,2024,3542,MWh
11,Ottenbach,2004,0,MWh
11,Ottenbach,2005,0,MWh
11,Ottenbach,2006,0,MWh
11,Ottenbach,2007,0,MWh
11,Ottenbach,2008,0,MWh
11,Ottenbach,2009,139,MWh
11,Ottenbach,2010,186,MWh
11,Ottenbach,2011,433,MWh
11,Ottenbach,2012,500,MWh
11,Ottenbach,2013,612,MWh
11,Ottenbach,2014,804,MWh
11,Ottenbach,2015,825,MWh
11,Ottenbach,2016,856,MWh
11,Ottenbach,2017,948,MWh
11,Ottenbach,2018,914,MWh
11,Ottenbach,2019,910,MWh
11,Ottenbach,2020,798,MWh
11,Ottenbach,2021,1031,MWh
11,Ottenbach,2022,953,MWh
11,Ottenbach,2023,917,MWh
11,Ottenbach,2024,918,MWh
12,Rifferswil,2004,0,MWh
12,Rifferswil,2005,0,MWh
12,Rifferswil,2006,0,MWh
12,Rifferswil,2007,0,MWh
12,Rifferswil,2008,0,MWh
12,Rifferswil,2009,0,MWh
12,Rifferswil,2010,0,MWh
12,Rifferswil,2011,0,MWh
12,Rifferswil,2012,0,MWh
12,Rifferswil,2013,0,MWh
12,Rifferswil,2014,0,MWh
12,Rifferswil,2015,0,MWh
12,Rifferswil,2016,0,MWh
12,Rifferswil,2017,0,MWh
12,Rifferswil,2018,0,MWh
12,Rifferswil,2019,0,MWh
12,Rifferswil,2020,0,MWh
12,Rifferswil,2021,0,MWh
12,Rifferswil,2022,0,MWh
12,Rifferswil,2023,0,MWh
12,Rifferswil,2024,0,MWh
13,Stallikon,2004,0,MWh
13,Stallikon,2005,0,MWh
13,Stallikon,2006,0,MWh
13,Stallikon,2007,0,MWh
13,Stallikon,2008,0,MWh
13,Stallikon,2009,0,MWh
13,Stallikon,2010,0,MWh
13,Stallikon,2011,0,MWh
13,Stallikon,2012,0,MWh
13,Stallikon,2013,0,MWh
13,Stallikon,2014,0,MWh
13,Stallikon,2015,0,MWh
13,Stallikon,2016,0,MWh
13,Stallikon,2017,0,MWh
13,Stallikon,2018,0,MWh
13,Stallikon,2019,0,MWh
13,Stallikon,2020,0,MWh
13,Stallikon,2021,0,MWh
13,Stallikon,2022,0,MWh
13,Stallikon,2023,0,MWh
13,Stallikon,2024,0,MWh
14,Wettswil a.A.,2004,0,MWh
14,Wettswil a.A.,2005,0,MWh
14,Wettswil a.A.,2006,0,MWh
14,Wettswil a.A.,2007,0,MWh
14,Wettswil a.A.,2008,922,MWh
14,Wettswil a.A.,2009,2226,MWh
14,Wettswil a.A.,2010,2551,MWh
14,Wettswil a.A.,2011,2609,MWh
14,Wettswil a.A.,2012,2375,MWh
14,Wettswil a.A.,2013,2478,MWh
14,Wettswil a.A.,2014,2401,MWh
14,Wettswil a.A.,2015,2699,MWh
14,Wettswil a.A.,2016,2490,MWh
14,Wettswil a.A.,2017,2825,MWh
14,Wettswil a.A.,2018,2717,MWh
14,Wettswil a.A.,2019,3185,MWh
14,Wettswil a.A.,2020,3116,MWh
14,Wettswil a.A.,2021,3550,MWh
14,Wettswil a.A.,2022,3229,MWh
14,Wettswil a.A.,2023,2596,MWh
