bfsakt,gemakt,jahr,wert,einheit
135,Kilchberg,2013,60053,MWh
135,Kilchberg,2014,55110,MWh
135,Kilchberg,2015,56519,MWh
135,Kilchberg,2016,56896,MWh
135,Kilchberg,2017,58735,MWh
135,Kilchberg,2018,56299,MWh
135,Kilchberg,2019,58772,MWh
135,Kilchberg,2020,57130,MWh
135,Kilchberg,2021,61747,MWh
135,Kilchberg,2022,52441,MWh
135,Kilchberg,2023,45710,MWh
135,Kilchberg,2024,52519,MWh
136,Langnau a.A.,2004,0,MWh
136,Langnau a.A.,2005,0,MWh
136,Langnau a.A.,2006,26529,MWh
136,Langnau a.A.,2007,22847,MWh
136,Langnau a.A.,2008,25366,MWh
136,Langnau a.A.,2009,25366,MWh
136,Langnau a.A.,2010,26863,MWh
136,Langnau a.A.,2011,24517,MWh
136,Langnau a.A.,2012,28297,MWh
136,Langnau a.A.,2013,29274,MWh
136,Langnau a.A.,2014,26681,MWh
136,Langnau a.A.,2015,28203,MWh
136,Langnau a.A.,2016,28202,MWh
136,Langnau a.A.,2017,31318,MWh
136,Langnau a.A.,2018,28419,MWh
136,Langnau a.A.,2019,29914,MWh
136,Langnau a.A.,2020,30100,MWh
136,Langnau a.A.,2021,31590,MWh
136,Langnau a.A.,2022,27501,MWh
136,Langnau a.A.,2023,25828,MWh
136,Langnau a.A.,2024,26380,MWh
137,Oberrieden,2004,0,MWh
137,Oberrieden,2005,0,MWh
137,Oberrieden,2006,26798,MWh
137,Oberrieden,2007,23385,MWh
137,Oberrieden,2008,26529,MWh
137,Oberrieden,2009,24339,MWh
137,Oberrieden,2010,27489,MWh
137,Oberrieden,2011,22337,MWh
137,Oberrieden,2012,25367,MWh
137,Oberrieden,2013,27597,MWh
137,Oberrieden,2014,26737,MWh
137,Oberrieden,2015,25518,MWh
137,Oberrieden,2016,24728,MWh
137,Oberrieden,2017,24096,MWh
137,Oberrieden,2018,24607,MWh
137,Oberrieden,2019,25890,MWh
137,Oberrieden,2020,24706,MWh
137,Oberrieden,2021,26624,MWh
137,Oberrieden,2022,22416,MWh
137,Oberrieden,2023,21442,MWh
137,Oberrieden,2024,20917,MWh
138,Richterswil,2004,54763,MWh
138,Richterswil,2005,57691,MWh
138,Richterswil,2006,64299,MWh
138,Richterswil,2007,53338,MWh
138,Richterswil,2008,63796,MWh
138,Richterswil,2009,62581,MWh
138,Richterswil,2010,65857,MWh
138,Richterswil,2011,63954,MWh
138,Richterswil,2012,65956,MWh
138,Richterswil,2013,73980,MWh
138,Richterswil,2014,66622,MWh
138,Richterswil,2015,66083,MWh
138,Richterswil,2016,70107,MWh
138,Richterswil,2017,75456,MWh
138,Richterswil,2018,72842,MWh
138,Richterswil,2019,76841,MWh
138,Richterswil,2020,72785,MWh
138,Richterswil,2021,83561,MWh
138,Richterswil,2022,72355,MWh
138,Richterswil,2023,64800,MWh
138,Richterswil,2024,63680,MWh
139,Rüschlikon,2004,0,MWh
139,Rüschlikon,2005,0,MWh
139,Rüschlikon,2006,27971,MWh
139,Rüschlikon,2007,23094,MWh
139,Rüschlikon,2008,27112,MWh
139,Rüschlikon,2009,27533,MWh
139,Rüschlikon,2010,30053,MWh
139,Rüschlikon,2011,27927,MWh
139,Rüschlikon,2012,29853,MWh
139,Rüschlikon,2013,32887,MWh
139,Rüschlikon,2014,28532,MWh
139,Rüschlikon,2015,29036,MWh
139,Rüschlikon,2016,28830,MWh
139,Rüschlikon,2017,28437,MWh
139,Rüschlikon,2018,28996,MWh
139,Rüschlikon,2019,30411,MWh
139,Rüschlikon,2020,29385,MWh
139,Rüschlikon,2021,31730,MWh
139,Rüschlikon,2022,27198,MWh
139,Rüschlikon,2023,25335,MWh
139,Rüschlikon,2024,24798,MWh
141,Thalwil,2004,0,MWh
141,Thalwil,2005,0,MWh
141,Thalwil,2006,106041,MWh
141,Thalwil,2007,83732,MWh
141,Thalwil,2008,97632,MWh
141,Thalwil,2009,92602,MWh
141,Thalwil,2010,98976,MWh
141,Thalwil,2011,82254,MWh
141,Thalwil,2012,86367,MWh
141,Thalwil,2013,99422,MWh
141,Thalwil,2014,86564,MWh
141,Thalwil,2015,88126,MWh
141,Thalwil,2016,85234,MWh
141,Thalwil,2017,84544,MWh
141,Thalwil,2018,87200,MWh
141,Thalwil,2019,88625,MWh
141,Thalwil,2020,83927,MWh
141,Thalwil,2021,93930,MWh
141,Thalwil,2022,76995,MWh
141,Thalwil,2023,75880,MWh
141,Thalwil,2024,71927,MWh
151,Erlenbach,2004,27740,MWh
151,Erlenbach,2005,27677,MWh
151,Erlenbach,2006,29650,MWh
151,Erlenbach,2007,23921,MWh
151,Erlenbach,2008,28313,MWh
151,Erlenbach,2009,27643,MWh
151,Erlenbach,2010,15258,MWh
151,Erlenbach,2011,30567,MWh
151,Erlenbach,2012,28767,MWh
151,Erlenbach,2013,31525,MWh
151,Erlenbach,2014,29570,MWh
151,Erlenbach,2015,28612,MWh
151,Erlenbach,2016,28325,MWh
151,Erlenbach,2017,29695,MWh
151,Erlenbach,2018,31202,MWh
151,Erlenbach,2019,30133,MWh
151,Erlenbach,2020,29940,MWh
151,Erlenbach,2021,32133,MWh
151,Erlenbach,2022,41696,MWh
151,Erlenbach,2023,25725,MWh
151,Erlenbach,2024,24932,MWh
152,Herrliberg,2004,26460,MWh
152,Herrliberg,2005,26229,MWh
152,Herrliberg,2006,27630,MWh
152,Herrliberg,2007,22265,MWh
152,Herrliberg,2008,26401,MWh
152,Herrliberg,2009,27617,MWh
152,Herrliberg,2010,26602,MWh
152,Herrliberg,2011,26541,MWh
152,Herrliberg,2012,27212,MWh
152,Herrliberg,2013,29593,MWh
152,Herrliberg,2014,25934,MWh
152,Herrliberg,2015,24528,MWh
152,Herrliberg,2016,25718,MWh
152,Herrliberg,2017,26804,MWh
152,Herrliberg,2018,27078,MWh
152,Herrliberg,2019,27542,MWh
152,Herrliberg,2020,26186,MWh
152,Herrliberg,2021,29215,MWh
152,Herrliberg,2022,27393,MWh
152,Herrliberg,2023,23966,MWh
152,Herrliberg,2024,23425,MWh
153,Hombrechtikon,2004,950,MWh
153,Hombrechtikon,2005,982,MWh
153,Hombrechtikon,2006,1031,MWh
153,Hombrechtikon,2007,762,MWh
153,Hombrechtikon,2008,960,MWh
153,Hombrechtikon,2009,963,MWh
153,Hombrechtikon,2010,936,MWh
153,Hombrechtikon,2011,947,MWh
153,Hombrechtikon,2012,1007,MWh
153,Hombrechtikon,2013,1091,MWh
153,Hombrechtikon,2014,995,MWh
153,Hombrechtikon,2015,1014,MWh
153,Hombrechtikon,2016,977,MWh
153,Hombrechtikon,2017,1008,MWh
153,Hombrechtikon,2018,926,MWh
153,Hombrechtikon,2019,1108,MWh
153,Hombrechtikon,2020,1214,MWh
153,Hombrechtikon,2021,1381,MWh
153,Hombrechtikon,2022,1364,MWh
153,Hombrechtikon,2023,1146,MWh
153,Hombrechtikon,2024,1082,MWh
154,Küsnacht,2004,84156,MWh
154,Küsnacht,2005,85517,MWh
154,Küsnacht,2006,88116,MWh
154,Küsnacht,2007,72560,MWh
154,Küsnacht,2008,80890,MWh
154,Küsnacht,2009,80577,MWh
154,Küsnacht,2010,84571,MWh
154,Küsnacht,2011,78862,MWh
154,Küsnacht,2012,81941,MWh
154,Küsnacht,2013,89929,MWh
154,Küsnacht,2014,91774,MWh
154,Küsnacht,2015,80490,MWh
154,Küsnacht,2016,84218,MWh
154,Küsnacht,2017,89920,MWh
154,Küsnacht,2018,83220,MWh
154,Küsnacht,2019,87548,MWh
154,Küsnacht,2020,83359,MWh
154,Küsnacht,2021,96035,MWh
154,Küsnacht,2022,86345,MWh
154,Küsnacht,2023,83659,MWh
154,Küsnacht,2024,80856,MWh
155,Männedorf,2004,50516,MWh
155,Männedorf,2005,49824,MWh
155,Männedorf,2006,53007,MWh
155,Männedorf,2007,42941,MWh
155,Männedorf,2008,49554,MWh
155,Männedorf,2009,48598,MWh
155,Männedorf,2010,46728,MWh
155,Männedorf,2011,48171,MWh
155,Männedorf,2012,48850,MWh
155,Männedorf,2013,50761,MWh
155,Männedorf,2014,46245,MWh
155,Männedorf,2015,46387,MWh
155,Männedorf,2016,47615,MWh
155,Männedorf,2017,50905,MWh
155,Männedorf,2018,49448,MWh
155,Männedorf,2019,49975,MWh
155,Männedorf,2020,44835,MWh
155,Männedorf,2021,54306,MWh
155,Männedorf,2022,50817,MWh
155,Männedorf,2023,39340,MWh
155,Männedorf,2024,41482,MWh
156,Meilen,2004,79209,MWh
156,Meilen,2005,77389,MWh
156,Meilen,2006,82973,MWh
156,Meilen,2007,69081,MWh
156,Meilen,2008,76508,MWh
156,Meilen,2009,76972,MWh
156,Meilen,2010,68050,MWh
156,Meilen,2011,75610,MWh
156,Meilen,2012,73383,MWh
156,Meilen,2013,74971,MWh
156,Meilen,2014,68445,MWh
156,Meilen,2015,65840,MWh
156,Meilen,2016,67015,MWh
156,Meilen,2017,67649,MWh
156,Meilen,2018,68354,MWh
156,Meilen,2019,69375,MWh
156,Meilen,2020,70155,MWh
156,Meilen,2021,79197,MWh
156,Meilen,2022,79116,MWh
156,Meilen,2023,65937,MWh
156,Meilen,2024,61688,MWh
157,Oetwil a.S.,2004,0,MWh
157,Oetwil a.S.,2005,0,MWh
157,Oetwil a.S.,2006,0,MWh
157,Oetwil a.S.,2007,0,MWh
157,Oetwil a.S.,2008,0,MWh
157,Oetwil a.S.,2009,0,MWh
157,Oetwil a.S.,2010,0,MWh
157,Oetwil a.S.,2011,0,MWh
157,Oetwil a.S.,2012,0,MWh
157,Oetwil a.S.,2013,0,MWh
157,Oetwil a.S.,2014,0,MWh
157,Oetwil a.S.,2015,0,MWh
157,Oetwil a.S.,2016,0,MWh
157,Oetwil a.S.,2017,0,MWh
157,Oetwil a.S.,2018,0,MWh
157,Oetwil a.S.,2019,0,MWh
157,Oetwil a.S.,2020,0,MWh
157,Oetwil a.S.,2021,0,MWh
157,Oetwil a.S.,2022,0,MWh
157,Oetwil a.S.,2023,0,MWh
157,Oetwil a.S.,2024,0,MWh
158,Stäfa,2004,56721,MWh
158,Stäfa,2005,55834,MWh
158,Stäfa,2006,62017,MWh
158,Stäfa,2007,49598,MWh
158,Stäfa,2008,58912,MWh
158,Stäfa,2009,58519,MWh
158,Stäfa,2010,57336,MWh
158,Stäfa,2011,58664,MWh
158,Stäfa,2012,59202,MWh
158,Stäfa,2013,64398,MWh
158,Stäfa,2014,57833,MWh
158,Stäfa,2015,58282,MWh
158,Stäfa,2016,60116,MWh
158,Stäfa,2017,64266,MWh
158,Stäfa,2018,62767,MWh
158,Stäfa,2019,62639,MWh
158,Stäfa,2020,60322,MWh
158,Stäfa,2021,68761,MWh
158,Stäfa,2022,63710,MWh
158,Stäfa,2023,51682,MWh
158,Stäfa,2024,50580,MWh
159,Uetikon a.S.,2004,34649,MWh
159,Uetikon a.S.,2005,37000,MWh
159,Uetikon a.S.,2006,37275,MWh
159,Uetikon a.S.,2007,34411,MWh
159,Uetikon a.S.,2008,38986,MWh
159,Uetikon a.S.,2009,50656,MWh
159,Uetikon a.S.,2010,52256,MWh
159,Uetikon a.S.,2011,54445,MWh
159,Uetikon a.S.,2012,54084,MWh
159,Uetikon a.S.,2013,55819,MWh
159,Uetikon a.S.,2014,49875,MWh
159,Uetikon a.S.,2015,48458,MWh
159,Uetikon a.S.,2016,49411,MWh
159,Uetikon a.S.,2017,36542,MWh
159,Uetikon a.S.,2018,26059,MWh
159,Uetikon a.S.,2019,23179,MWh
159,Uetikon a.S.,2020,22007,MWh
159,Uetikon a.S.,2021,24019,MWh
159,Uetikon a.S.,2022,21827,MWh
159,Uetikon a.S.,2023,18983,MWh
159,Uetikon a.S.,2024,18353,MWh
160,Zumikon,2004,0,MWh
160,Zumikon,2005,0,MWh
160,Zumikon,2006,0,MWh
160,Zumikon,2007,0,MWh
160,Zumikon,2008,0,MWh
160,Zumikon,2009,0,MWh
160,Zumikon,2010,0,MWh
160,Zumikon,2011,0,MWh
160,Zumikon,2012,0,MWh
160,Zumikon,2013,0,MWh
160,Zumikon,2014,0,MWh
160,Zumikon,2015,0,MWh
160,Zumikon,2016,0,MWh
160,Zumikon,2017,0,MWh
160,Zumikon,2018,0,MWh
160,Zumikon,2019,0,MWh
160,Zumikon,2020,0,MWh
160,Zumikon,2021,0,MWh
160,Zumikon,2022,0,MWh
160,Zumikon,2023,0,MWh
160,Zumikon,2024,0,MWh
161,Zollikon,2004,68214,MWh
161,Zollikon,2005,67762,MWh
161,Zollikon,2006,72113,MWh
161,Zollikon,2007,60209,MWh
161,Zollikon,2008,68391,MWh
161,Zollikon,2009,67805,MWh
161,Zollikon,2010,67299,MWh
161,Zollikon,2011,66947,MWh
161,Zollikon,2012,70038,MWh
161,Zollikon,2013,76177,MWh
161,Zollikon,2014,57365,MWh
161,Zollikon,2015,68566,MWh
161,Zollikon,2016,71741,MWh
161,Zollikon,2017,76598,MWh
161,Zollikon,2018,70891,MWh
161,Zollikon,2019,74578,MWh
161,Zollikon,2020,71010,MWh
161,Zollikon,2021,81808,MWh
161,Zollikon,2022,73553,MWh
161,Zollikon,2023,71265,MWh
161,Zollikon,2024,68878,MWh
172,Fehraltorf,2004,0,MWh
172,Fehraltorf,2005,0,MWh
172,Fehraltorf,2006,0,MWh
172,Fehraltorf,2007,12618,MWh
172,Fehraltorf,2008,24455,MWh
172,Fehraltorf,2009,23427,MWh
172,Fehraltorf,2010,25354,MWh
172,Fehraltorf,2011,28141,MWh
172,Fehraltorf,2012,25432,MWh
172,Fehraltorf,2013,29353,MWh
172,Fehraltorf,2014,30238,MWh
172,Fehraltorf,2015,33434,MWh
172,Fehraltorf,2016,34499,MWh
172,Fehraltorf,2017,41417,MWh
172,Fehraltorf,2018,42730,MWh
172,Fehraltorf,2019,41673,MWh
172,Fehraltorf,2020,39593,MWh
172,Fehraltorf,2021,49422,MWh
172,Fehraltorf,2022,50253,MWh
172,Fehraltorf,2023,22575,MWh
172,Fehraltorf,2024,44811,MWh
173,Hittnau,2004,0,MWh
173,Hittnau,2005,0,MWh
173,Hittnau,2006,0,MWh
173,Hittnau,2007,0,MWh
173,Hittnau,2008,0,MWh
173,Hittnau,2009,0,MWh
173,Hittnau,2010,0,MWh
173,Hittnau,2011,0,MWh
173,Hittnau,2012,0,MWh
173,Hittnau,2013,0,MWh
173,Hittnau,2014,0,MWh
173,Hittnau,2015,0,MWh
173,Hittnau,2016,0,MWh
173,Hittnau,2017,0,MWh
173,Hittnau,2018,0,MWh
173,Hittnau,2019,0,MWh
173,Hittnau,2020,0,MWh
173,Hittnau,2021,0,MWh
173,Hittnau,2022,0,MWh
173,Hittnau,2023,0,MWh
173,Hittnau,2024,0,MWh
176,Lindau,2004,0,MWh
176,Lindau,2005,0,MWh
176,Lindau,2006,0,MWh
176,Lindau,2007,0,MWh
176,Lindau,2008,0,MWh
176,Lindau,2009,0,MWh
176,Lindau,2010,0,MWh
176,Lindau,2011,0,MWh
176,Lindau,2012,0,MWh
176,Lindau,2013,0,MWh
176,Lindau,2014,0,MWh
176,Lindau,2015,0,MWh
176,Lindau,2016,0,MWh
176,Lindau,2017,0,MWh
176,Lindau,2018,0,MWh
176,Lindau,2019,0,MWh
176,Lindau,2020,0,MWh
176,Lindau,2021,0,MWh
176,Lindau,2022,0,MWh
176,Lindau,2023,0,MWh
176,Lindau,2024,0,MWh
177,Pfäffikon,2004,0,MWh
177,Pfäffikon,2005,0,MWh
177,Pfäffikon,2006,0,MWh
177,Pfäffikon,2007,0,MWh
177,Pfäffikon,2008,1235,MWh
177,Pfäffikon,2009,9783,MWh
177,Pfäffikon,2010,12703,MWh
177,Pfäffikon,2011,11974,MWh
177,Pfäffikon,2012,16959,MWh
177,Pfäffikon,2013,21167,MWh
177,Pfäffikon,2014,16857,MWh
177,Pfäffikon,2015,19865,MWh
177,Pfäffikon,2016,23089,MWh
177,Pfäffikon,2017,28255,MWh
177,Pfäffikon,2018,26544,MWh
177,Pfäffikon,2019,28940,MWh
177,Pfäffikon,2020,27779,MWh
177,Pfäffikon,2021,32492,MWh
177,Pfäffikon,2022,24596,MWh
177,Pfäffikon,2023,24078,MWh
177,Pfäffikon,2024,25488,MWh
178,Russikon,2004,0,MWh
178,Russikon,2005,0,MWh
178,Russikon,2006,0,MWh
178,Russikon,2007,0,MWh
178,Russikon,2008,0,MWh
178,Russikon,2009,0,MWh
178,Russikon,2010,0,MWh
178,Russikon,2011,0,MWh
178,Russikon,2012,0,MWh
178,Russikon,2013,0,MWh
178,Russikon,2014,0,MWh
178,Russikon,2015,0,MWh
178,Russikon,2016,0,MWh
178,Russikon,2017,0,MWh
178,Russikon,2018,0,MWh
178,Russikon,2019,0,MWh
178,Russikon,2020,0,MWh
178,Russikon,2021,0,MWh
178,Russikon,2022,0,MWh
178,Russikon,2023,0,MWh
178,Russikon,2024,0,MWh
180,Weisslingen,2004,0,MWh
180,Weisslingen,2005,0,MWh
180,Weisslingen,2006,0,MWh
180,Weisslingen,2007,0,MWh
180,Weisslingen,2008,0,MWh
180,Weisslingen,2009,0,MWh
180,Weisslingen,2010,0,MWh
180,Weisslingen,2011,0,MWh
180,Weisslingen,2012,0,MWh
180,Weisslingen,2013,0,MWh
180,Weisslingen,2014,0,MWh
180,Weisslingen,2015,0,MWh
180,Weisslingen,2016,0,MWh
180,Weisslingen,2017,0,MWh
180,Weisslingen,2018,0,MWh
180,Weisslingen,2019,0,MWh
180,Weisslingen,2020,0,MWh
180,Weisslingen,2021,0,MWh
180,Weisslingen,2022,0,MWh
180,Weisslingen,2023,0,MWh
180,Weisslingen,2024,0,MWh
181,Wila,2004,0,MWh
181,Wila,2005,0,MWh
181,Wila,2006,0,MWh
181,Wila,2007,0,MWh
181,Wila,2008,0,MWh
181,Wila,2009,0,MWh
181,Wila,2010,0,MWh
181,Wila,2011,0,MWh
181,Wila,2012,0,MWh
181,Wila,2013,0,MWh
181,Wila,2014,0,MWh
181,Wila,2015,0,MWh
181,Wila,2016,0,MWh
181,Wila,2017,0,MWh
181,Wila,2018,0,MWh
181,Wila,2019,0,MWh
181,Wila,2020,0,MWh
181,Wila,2021,0,MWh
181,Wila,2022,0,MWh
181,Wila,2023,0,MWh
181,Wila,2024,0,MWh
182,Wildberg,2004,0,MWh
182,Wildberg,2005,0,MWh
182,Wildberg,2006,0,MWh
182,Wildberg,2007,0,MWh
182,Wildberg,2008,0,MWh
182,Wildberg,2009,0,MWh
182,Wildberg,2010,0,MWh
182,Wildberg,2011,0,MWh
182,Wildberg,2012,0,MWh
182,Wildberg,2013,0,MWh
182,Wildberg,2014,0,MWh
182,Wildberg,2015,0,MWh
182,Wildberg,2016,0,MWh
182,Wildberg,2017,0,MWh
182,Wildberg,2018,0,MWh
182,Wildberg,2019,0,MWh
182,Wildberg,2020,0,MWh
182,Wildberg,2021,0,MWh
182,Wildberg,2022,0,MWh
182,Wildberg,2023,0,MWh
182,Wildberg,2024,0,MWh
191,Dübendorf,2004,173108,MWh
191,Dübendorf,2005,173105,MWh
191,Dübendorf,2006,186581,MWh
191,Dübendorf,2007,164220,MWh
191,Dübendorf,2008,192013,MWh
191,Dübendorf,2009,207390,MWh
191,Dübendorf,2010,221434,MWh
191,Dübendorf,2011,208078,MWh
191,Dübendorf,2012,225748,MWh
191,Dübendorf,2013,238727,MWh
191,Dübendorf,2014,212190,MWh
191,Dübendorf,2015,213544,MWh
191,Dübendorf,2016,214041,MWh
191,Dübendorf,2017,230171,MWh
191,Dübendorf,2018,219517,MWh
191,Dübendorf,2019,225809,MWh
191,Dübendorf,2020,213997,MWh
191,Dübendorf,2021,208702,MWh
191,Dübendorf,2022,184835,MWh
191,Dübendorf,2023,113383,MWh
191,Dübendorf,2024,156651,MWh
192,Egg,2004,0,MWh
192,Egg,2005,0,MWh
192,Egg,2006,0,MWh
192,Egg,2007,0,MWh
192,Egg,2008,0,MWh
192,Egg,2009,0,MWh
192,Egg,2010,0,MWh
192,Egg,2011,0,MWh
192,Egg,2012,0,MWh
192,Egg,2013,0,MWh
192,Egg,2014,0,MWh
192,Egg,2015,0,MWh
192,Egg,2016,0,MWh
192,Egg,2017,0,MWh
192,Egg,2018,0,MWh
192,Egg,2019,0,MWh
192,Egg,2020,120,MWh
192,Egg,2021,1839,MWh
192,Egg,2022,3965,MWh
192,Egg,2023,4377,MWh
192,Egg,2024,4607,MWh
193,Fällanden,2004,35772,MWh
193,Fällanden,2005,35816,MWh
193,Fällanden,2006,36930,MWh
193,Fällanden,2007,30887,MWh
193,Fällanden,2008,37168,MWh
193,Fällanden,2009,38964,MWh
193,Fällanden,2010,39219,MWh
193,Fällanden,2011,37468,MWh
193,Fällanden,2012,36296,MWh
193,Fällanden,2013,39870,MWh
193,Fällanden,2014,36092,MWh
193,Fällanden,2015,37071,MWh
193,Fällanden,2016,38702,MWh
193,Fällanden,2017,42646,MWh
193,Fällanden,2018,40940,MWh
193,Fällanden,2019,42131,MWh
193,Fällanden,2020,42559,MWh
193,Fällanden,2021,48272,MWh
193,Fällanden,2022,44398,MWh
193,Fällanden,2023,38322,MWh
193,Fällanden,2024,38822,MWh
194,Greifensee,2004,23558,MWh
194,Greifensee,2005,24842,MWh
194,Greifensee,2006,24897,MWh
194,Greifensee,2007,19395,MWh
194,Greifensee,2008,22892,MWh
194,Greifensee,2009,15916,MWh
194,Greifensee,2010,16462,MWh
194,Greifensee,2011,15614,MWh
194,Greifensee,2012,18294,MWh
194,Greifensee,2013,17957,MWh
194,Greifensee,2014,15795,MWh
194,Greifensee,2015,11003,MWh
194,Greifensee,2016,13580,MWh
194,Greifensee,2017,18514,MWh
194,Greifensee,2018,15152,MWh
194,Greifensee,2019,16304,MWh
194,Greifensee,2020,13706,MWh
194,Greifensee,2021,16884,MWh
194,Greifensee,2022,10225,MWh
194,Greifensee,2023,4017,MWh
194,Greifensee,2024,14379,MWh
195,Maur,2004,8839,MWh
195,Maur,2005,8282,MWh
195,Maur,2006,8966,MWh
195,Maur,2007,7314,MWh
195,Maur,2008,8063,MWh
195,Maur,2009,8432,MWh
195,Maur,2010,8174,MWh
195,Maur,2011,8974,MWh
195,Maur,2012,9126,MWh
195,Maur,2013,11006,MWh
195,Maur,2014,9544,MWh
195,Maur,2015,10554,MWh
195,Maur,2016,11452,MWh
195,Maur,2017,13721,MWh
195,Maur,2018,11081,MWh
195,Maur,2019,11290,MWh
195,Maur,2020,13335,MWh
195,Maur,2021,13362,MWh
195,Maur,2022,14268,MWh
195,Maur,2023,12740,MWh
195,Maur,2024,12595,MWh
196,Mönchaltorf,2004,0,MWh
196,Mönchaltorf,2005,0,MWh
196,Mönchaltorf,2006,0,MWh
196,Mönchaltorf,2007,0,MWh
196,Mönchaltorf,2008,0,MWh
196,Mönchaltorf,2009,0,MWh
196,Mönchaltorf,2010,0,MWh
196,Mönchaltorf,2011,0,MWh
196,Mönchaltorf,2012,0,MWh
196,Mönchaltorf,2013,0,MWh
196,Mönchaltorf,2014,0,MWh
196,Mönchaltorf,2015,0,MWh
196,Mönchaltorf,2016,0,MWh
196,Mönchaltorf,2017,0,MWh
196,Mönchaltorf,2018,0,MWh
196,Mönchaltorf,2019,360,MWh
196,Mönchaltorf,2020,1506,MWh
196,Mönchaltorf,2021,2434,MWh
196,Mönchaltorf,2022,2451,MWh
196,Mönchaltorf,2023,2047,MWh
196,Mönchaltorf,2024,2210,MWh
197,Schwerzenbach,2004,21767,MWh
197,Schwerzenbach,2005,19934,MWh
197,Schwerzenbach,2006,24739,MWh
197,Schwerzenbach,2007,21907,MWh
197,Schwerzenbach,2008,30638,MWh
197,Schwerzenbach,2009,26287,MWh
197,Schwerzenbach,2010,26284,MWh
197,Schwerzenbach,2011,27822,MWh
197,Schwerzenbach,2012,31123,MWh
197,Schwerzenbach,2013,33856,MWh
197,Schwerzenbach,2014,31268,MWh
197,Schwerzenbach,2015,29943,MWh
197,Schwerzenbach,2016,29042,MWh
197,Schwerzenbach,2017,29656,MWh
197,Schwerzenbach,2018,30944,MWh
197,Schwerzenbach,2019,30455,MWh
197,Schwerzenbach,2020,32387,MWh
197,Schwerzenbach,2021,35493,MWh
197,Schwerzenbach,2022,33114,MWh
197,Schwerzenbach,2023,29176,MWh
197,Schwerzenbach,2024,27790,MWh
198,Uster,2004,199914,MWh
198,Uster,2005,200659,MWh
198,Uster,2006,216739,MWh
198,Uster,2007,171956,MWh
198,Uster,2008,205373,MWh
198,Uster,2009,198092,MWh
198,Uster,2010,212857,MWh
198,Uster,2011,195114,MWh
198,Uster,2012,205859,MWh
198,Uster,2013,223095,MWh
198,Uster,2014,199181,MWh
198,Uster,2015,203360,MWh
198,Uster,2016,206473,MWh
198,Uster,2017,226722,MWh
198,Uster,2018,215956,MWh
198,Uster,2019,229532,MWh
198,Uster,2020,215684,MWh
198,Uster,2021,246288,MWh
198,Uster,2022,208037,MWh
198,Uster,2023,181200,MWh
198,Uster,2024,180500,MWh
199,Volketswil,2004,104913,MWh
199,Volketswil,2005,102664,MWh
199,Volketswil,2006,109192,MWh
199,Volketswil,2007,95857,MWh
199,Volketswil,2008,110057,MWh
199,Volketswil,2009,108805,MWh
199,Volketswil,2010,111622,MWh
199,Volketswil,2011,110800,MWh
199,Volketswil,2012,121532,MWh
199,Volketswil,2013,128372,MWh
199,Volketswil,2014,121602,MWh
199,Volketswil,2015,114341,MWh
199,Volketswil,2016,116846,MWh
199,Volketswil,2017,124741,MWh
199,Volketswil,2018,124083,MWh
199,Volketswil,2019,129945,MWh
199,Volketswil,2020,123325,MWh
199,Volketswil,2021,127316,MWh
199,Volketswil,2022,131965,MWh
199,Volketswil,2023,105064,MWh
199,Volketswil,2024,112221,MWh
200,Wangen-Brüttisellen,2004,0,MWh
200,Wangen-Brüttisellen,2005,0,MWh
200,Wangen-Brüttisellen,2006,0,MWh
200,Wangen-Brüttisellen,2007,22186,MWh
200,Wangen-Brüttisellen,2008,25541,MWh
200,Wangen-Brüttisellen,2009,26584,MWh
200,Wangen-Brüttisellen,2010,26125,MWh
200,Wangen-Brüttisellen,2011,24540,MWh
200,Wangen-Brüttisellen,2012,25875,MWh
200,Wangen-Brüttisellen,2013,30367,MWh
200,Wangen-Brüttisellen,2014,20242,MWh
200,Wangen-Brüttisellen,2015,17360,MWh
200,Wangen-Brüttisellen,2016,31563,MWh
200,Wangen-Brüttisellen,2017,31641,MWh
200,Wangen-Brüttisellen,2018,30733,MWh
200,Wangen-Brüttisellen,2019,31391,MWh
200,Wangen-Brüttisellen,2020,31328,MWh
200,Wangen-Brüttisellen,2021,38405,MWh
200,Wangen-Brüttisellen,2022,34749,MWh
200,Wangen-Brüttisellen,2023,29533,MWh
200,Wangen-Brüttisellen,2024,30600,MWh
211,Altikon,2004,0,MWh
211,Altikon,2005,0,MWh
211,Altikon,2006,0,MWh
211,Altikon,2007,0,MWh
211,Altikon,2008,0,MWh
211,Altikon,2009,0,MWh
211,Altikon,2010,0,MWh
211,Altikon,2011,0,MWh
211,Altikon,2012,0,MWh
211,Altikon,2013,0,MWh
211,Altikon,2014,0,MWh
211,Altikon,2015,0,MWh
211,Altikon,2016,0,MWh
211,Altikon,2017,0,MWh
211,Altikon,2018,0,MWh
211,Altikon,2019,0,MWh
211,Altikon,2020,0,MWh
211,Altikon,2021,0,MWh
211,Altikon,2022,0,MWh
211,Altikon,2023,0,MWh
211,Altikon,2024,0,MWh
213,Brütten,2004,0,MWh
213,Brütten,2005,0,MWh
213,Brütten,2006,0,MWh
213,Brütten,2007,0,MWh
213,Brütten,2008,0,MWh
213,Brütten,2009,0,MWh
213,Brütten,2010,0,MWh
213,Brütten,2011,0,MWh
213,Brütten,2012,0,MWh
213,Brütten,2013,0,MWh
213,Brütten,2014,0,MWh
213,Brütten,2015,0,MWh
