gbs_id,datum_verfuegung
i 00-10577,11.04.2008
i 00-10578,11.04.2008
i 00-10579,14.04.2008
i 00-10580,16.04.2008
i 00-10581,16.04.2008
i 00-10583,28.04.2008
i 00-10584,14.05.2008
i 00-10585,20.05.2008
i 00-10586,22.05.2008
i 00-10587,22.05.2008
i 00-10588,23.05.2008
i 00-10589,23.05.2008
i 00-10590,23.05.2008
i 00-10591,26.05.2008
i 00-10592,30.05.2008
i 00-10593,29.05.2008
i 00-10594,03.06.2008
i 00-10595,06.06.2008
i 00-10596,10.06.2008
i 00-10597,12.06.2008
i 00-10598,13.06.2008
i 00-10599,13.06.2008
i 00-10600,16.06.2008
i 00-10601,16.06.2008
i 00-10602,23.06.2008
i 00-10603,25.06.2008
i 00-10604,02.07.2008
i 00-10605,04.07.2008
i 00-10606,10.07.2008
i 00-10607,16.07.2008
i 00-10608,17.07.2008
i 00-10609,21.07.2008
i 00-10610,25.07.2008
i 00-10611,24.07.2008
i 00-10612,30.07.2008
i 00-10613,30.07.2008
i 00-10614,30.07.2008
i 00-10615,30.07.2008
i 00-10616,06.08.2008
i 00-10617,06.08.2008
i 00-10618,06.08.2008
i 00-10619,11.08.2008
i 00-10620,08.08.2008
i 00-10621,08.08.2008
i 00-10622,08.08.2008
i 00-10623,08.08.2008
i 00-10624,11.08.2008
i 00-10625,07.08.2014
i 00-10626,20.08.2008
i 00-10627,25.08.2008
i 00-10628,22.08.2008
i 00-10629,29.08.2008
i 00-10630,03.09.2008
i 00-10631,01.09.2008
i 00-10632,01.09.2008
i 00-10633,08.09.2008
i 00-10634,08.09.2008
i 00-10635,08.09.2008
i 00-10636,10.09.2008
i 00-10637,19.09.2008
i 00-10638,23.09.2008
i 00-10639,30.09.2008
i 00-10640,01.10.2008
i 00-10641,01.10.2008
i 00-10642,01.10.2008
i 00-10643,02.10.2008
i 00-10644,06.10.2008
i 00-10645,08.10.2008
i 00-10646,08.10.2008
i 00-10647,22.10.2008
i 00-10648,23.10.2008
i 00-10649,23.10.2008
i 00-10650,23.10.2008
i 00-10651,24.10.2008
i 00-10652,28.10.2008
i 00-10653,28.10.2008
i 00-10654,03.11.2008
i 00-10655,12.11.2008
i 00-10656,13.11.2008
i 00-10657,18.11.2008
i 00-10658,18.11.2008
i 00-10659,18.11.2008
i 00-10660,19.11.2008
i 00-10661,27.11.2008
i 00-10662,28.11.2008
i 00-10663,28.11.2008
i 00-10664,03.12.2008
i 00-10665,05.12.2008
i 00-10666,08.12.2008
i 00-10667,08.12.2008
i 00-10668,09.12.2008
i 00-10669,11.12.2008
i 00-10670,12.12.2008
i 00-10671,08.01.2009
i 00-10672,08.01.2009
i 00-10673,07.01.2009
i 00-10674,07.01.2009
i 00-10675,07.01.2009
i 00-10676,07.01.2009
i 00-10677,07.01.2009
i 00-10678,07.01.2009
i 00-10679,07.01.2009
i 00-10680,15.01.2009
i 00-10681,21.01.2009
i 00-10682,21.01.2009
i 00-10683,23.01.2009
i 00-10684,27.01.2009
i 00-10685,28.01.2009
i 00-10686,28.01.2009
i 00-10687,16.02.2009
i 00-10688,18.02.2009
i 00-10689,06.03.2009
i 00-10690,24.03.2009
i 00-10691,25.03.2009
i 00-10692,27.03.2009
i 00-10693,31.03.2009
i 00-10694,03.04.2009
i 00-10695,03.04.2009
i 00-10696,14.04.2009
i 00-10697,16.04.2009
i 00-10698,21.04.2009
i 00-10699,24.04.2009
i 00-10700,11.05.2009
i 00-10701,30.04.2009
i 00-10702,04.05.2009
i 00-10703,05.05.2009
i 00-10704,11.05.2009
i 00-10705,12.05.2009
i 00-10706,15.05.2009
i 00-10707,19.05.2009
i 00-10708,19.05.2009
i 00-10709,09.09.2009
i 00-10710,26.05.2009
i 00-10711,26.05.2009
i 00-10712,25.05.2009
i 00-10713,27.05.2009
i 00-10714,04.06.2009
i 00-10715,04.06.2009
i 00-10716,08.06.2009
i 00-10717,11.06.2009
i 00-10718,16.06.2009
i 00-10719,16.06.2009
i 00-10720,16.06.2009
i 00-10721,19.06.2009
i 00-10722,17.06.2009
i 00-10723,26.06.2009
i 00-10724,26.06.2009
i 00-10725,03.07.2009
i 00-10726,07.07.2009
i 00-10727,14.07.2009
i 00-10728,14.07.2009
i 00-10729,14.07.2009
i 00-10730,15.07.2009
i 00-10731,21.07.2009
i 00-10732,21.07.2009
i 00-10733,21.07.2009
i 00-10734,21.07.2009
i 00-10735,29.07.2009
i 00-10736,04.08.2009
i 00-10737,05.08.2009
i 00-10738,11.08.2009
i 00-10739,12.08.2009
i 00-10740,18.08.2009
i 00-10741,18.08.2009
i 00-10742,19.08.2009
i 00-10743,25.08.2009
i 00-10744,31.08.2009
i 00-10745,31.08.2009
i 00-10746,31.08.2009
i 00-10747,04.09.2009
i 00-10748,22.09.2009
i 00-10749,22.09.2009
i 00-10750,22.09.2009
i 00-10751,23.09.2009
i 00-10752,25.09.2009
i 00-10753,24.09.2009
i 00-10754,24.09.2009
i 00-10755,24.09.2009
i 00-10756,24.09.2009
i 00-10757,30.09.2009
i 00-10758,02.10.2009
i 00-10759,05.10.2009
i 00-10760,05.10.2009
i 00-10761,05.10.2009
i 00-10762,12.10.2009
i 00-10763,08.10.2009
i 00-10764,12.10.2009
i 00-10765,08.10.2009
i 00-10766,08.10.2009
i 00-10767,08.10.2009
i 00-10768,08.10.2009
i 00-10769,08.10.2009
i 00-10770,08.10.2009
i 00-10771,13.10.2009
i 00-10772,15.10.2009
i 00-10773,19.10.2009
i 00-10774,21.10.2009
i 00-10775,04.11.2009
i 00-10776,10.11.2009
i 00-10777,10.11.2009
i 00-10778,17.11.2009
i 00-10779,17.11.2009
i 00-10780,20.11.2009
i 00-10781,16.12.2009
i 00-10782,16.12.2009
i 00-10783,17.12.2009
i 00-10784,15.01.2010
i 00-10785,19.01.2010
i 00-10786,26.01.2010
i 00-10787,26.01.2010
i 00-10788,04.02.2010
i 00-10789,05.02.2010
i 00-10790,10.02.2010
i 00-10791,11.02.2010
i 00-10792,18.02.2010
i 00-10793,03.03.2010
i 00-10794,04.03.2010
i 00-10795,15.03.2010
i 00-10796,30.03.2010
i 00-10797,08.04.2010
i 00-10798,08.04.2010
i 00-10799,09.04.2010
i 00-10800,21.04.2010
i 00-10801,22.04.2010
i 00-10802,29.04.2010
i 00-10803,26.04.2010
i 00-10804,30.04.2010
i 00-10805,06.05.2010
i 00-10806,07.05.2010
i 00-10807,07.05.2010
i 00-10808,07.05.2010
i 00-10809,10.05.2010
i 00-10810,10.05.2010
i 00-10811,17.05.2010
i 00-10812,21.05.2010
i 00-10813,21.05.2010
i 00-10814,21.05.2010
i 00-10815,21.05.2010
i 00-10816,25.05.2010
i 00-10817,26.05.2010
i 00-10818,02.06.2010
i 00-10819,04.06.2010
i 00-10820,07.06.2010
i 00-10821,08.06.2010
i 00-10822,11.06.2010
i 00-10823,23.06.2010
i 00-10824,23.06.2010
i 00-10825,23.06.2010
i 00-10826,23.06.2010
i 00-10827,23.06.2010
i 00-10828,23.06.2010
i 00-10829,23.06.2010
i 00-10830,23.06.2010
i 00-10831,23.06.2010
i 00-10832,23.06.2010
i 00-10833,23.06.2010
i 00-10834,23.06.2010
i 00-10835,23.06.2010
i 00-10836,23.06.2010
i 00-10837,23.06.2010
i 00-10838,23.06.2010
i 00-10839,23.06.2010
i 00-10840,23.06.2010
i 00-10841,23.06.2010
i 00-10842,23.06.2010
i 00-10843,23.06.2010
i 00-10844,23.06.2010
i 00-10845,23.06.2010
i 00-10846,23.06.2010
i 00-10847,23.06.2010
i 00-10848,23.06.2010
i 00-10849,23.06.2010
i 00-10850,23.06.2010
i 00-10851,23.06.2010
i 00-10852,23.06.2010
i 00-10853,23.06.2010
i 00-10854,23.06.2010
i 00-10855,23.06.2010
i 00-10856,23.06.2010
i 00-10857,23.06.2010
i 00-10858,23.06.2010
i 00-10859,23.06.2010
i 00-10860,23.06.2010
i 00-10861,23.06.2010
i 00-10862,23.06.2010
i 00-10863,23.06.2010
i 00-10864,23.06.2010
i 00-10865,23.06.2010
i 00-10866,23.06.2010
i 00-10867,23.06.2010
i 00-10868,23.06.2010
i 00-10869,23.06.2010
i 00-10870,23.06.2010
i 00-10871,23.06.2010
i 00-10872,23.06.2010
i 00-10873,23.06.2010
i 00-10874,23.06.2010
i 00-10875,30.06.2010
i 00-10876,02.07.2010
i 00-10878,06.07.2010
i 00-10879,07.07.2010
i 00-10880,16.07.2010
i 00-10881,20.07.2010
i 00-10882,21.07.2010
i 00-10883,23.07.2010
i 00-10884,23.07.2010
i 00-10885,27.07.2010
i 00-10886,28.07.2010
i 00-10887,28.07.2010
i 00-10888,29.07.2010
i 00-10889,03.08.2010
i 00-10890,10.08.2010
i 00-10891,10.08.2010
i 00-10892,10.08.2010
i 00-10893,11.08.2010
i 00-10894,11.08.2010
i 00-10895,16.08.2010
i 00-10896,23.08.2010
i 00-10897,25.08.2010
i 00-10898,31.08.2010
i 00-10899,02.09.2010
i 00-10900,03.09.2010
i 00-10901,15.09.2010
i 00-10902,24.09.2010
i 00-10903,28.09.2010
i 00-10904,05.10.2010
i 00-10905,14.10.2010
i 00-10906,19.10.2010
i 00-10907,19.10.2010
i 00-10908,20.10.2010
i 00-10909,20.10.2010
i 00-10910,20.10.2010
i 00-10911,27.10.2010
i 00-10912,04.11.2010
i 00-10913,08.11.2010
i 00-10914,11.11.2010
i 00-10915,12.11.2010
i 00-10916,15.11.2010
i 00-10917,16.11.2010
i 00-10918,22.11.2010
i 00-10919,17.11.2010
i 00-10920,18.11.2010
i 00-10921,25.11.2010
i 00-10922,29.11.2010
i 00-10923,07.12.2010
i 00-10924,09.12.2010
i 00-10925,20.12.2010
i 00-10926,20.12.2010
i 00-10927,20.12.2010
i 00-10928,20.12.2010
i 00-10929,20.12.2010
i 00-10930,20.12.2010
i 00-10931,20.12.2010
i 00-10932,06.01.2011
i 00-10933,07.01.2011
i 00-10934,07.01.2011
i 00-10935,07.01.2011
i 00-10936,07.01.2011
i 00-10937,07.01.2011
i 00-10938,25.01.2011
i 00-10939,26.01.2011
i 00-10940,04.02.2011
i 00-10941,15.02.2011
i 00-10942,22.02.2011
i 00-10943,22.02.2011
i 00-10944,23.02.2011
i 00-10945,23.02.2011
i 00-10946,03.03.2011
i 00-10947,10.03.2011
i 00-10948,15.03.2011
i 00-10949,17.03.2011
i 00-10950,17.03.2011
i 00-10951,21.03.2011
i 00-10952,21.03.2011
i 00-10953,23.03.2011
i 00-10954,23.03.2011
i 00-10955,24.03.2011
i 00-10956,25.03.2011
i 00-10957,25.03.2011
i 00-10958,25.03.2011
i 00-10959,28.03.2011
i 00-10960,28.03.2011
i 00-10961,01.04.2011
i 00-10962,01.04.2011
i 00-10964,01.04.2011
i 00-10965,04.04.2011
i 00-10966,19.04.2011
i 00-10967,26.04.2011
i 00-10968,28.04.2011
i 00-10969,03.05.2011
i 00-10970,03.05.2011
i 00-10971,10.05.2011
i 00-10972,27.05.2011
i 00-10973,31.05.2011
i 00-10974,07.06.2011
i 00-10975,14.06.2011
i 00-10976,14.06.2011
i 00-10977,23.06.2011
i 00-10978,23.06.2011
i 00-10979,23.06.2011
i 00-10980,24.06.2011
i 00-10981,24.06.2011
i 00-10982,24.06.2011
i 00-10983,24.06.2011
i 00-10984,24.06.2011
i 00-10985,01.07.2011
i 00-10986,07.07.2011
i 00-10987,08.07.2011
i 00-10988,08.07.2011
i 00-10989,11.07.2011
i 00-10990,12.07.2011
i 00-10991,13.07.2011
i 00-10992,15.07.2011
i 00-10993,26.07.2011
i 00-10994,29.07.2011
i 00-10995,29.07.2011
i 00-10996,29.07.2011
i 00-10997,08.08.2011
i 00-10998,09.08.2011
i 00-10999,09.08.2011
i 00-11000,16.08.2011
i 00-11001,18.08.2011
i 00-11002,22.08.2011
i 00-11003,22.08.2011
i 00-11004,05.09.2011
i 00-11005,06.09.2011
i 00-11006,09.09.2011
i 00-11007,15.09.2011
i 00-11008,15.09.2011
i 00-11009,15.09.2011
i 00-11010,21.09.2011
i 00-11011,21.09.2011
i 00-11012,28.09.2011
i 00-11013,29.09.2011
i 00-11014,03.10.2011
i 00-11015,03.10.2011
i 00-11016,05.10.2011
i 00-11017,11.10.2011
i 00-11018,11.10.2011
i 00-11019,18.10.2011
i 00-11020,18.10.2011
i 00-11021,20.10.2011
i 00-11022,20.10.2011
i 00-11023,20.10.2011
i 00-11024,20.10.2011
i 00-11025,20.10.2011
i 00-11026,20.10.2011
i 00-11027,28.10.2011
i 00-11028,31.10.2011
i 00-11029,31.10.2011
i 00-11030,02.11.2011
i 00-11031,11.11.2011
i 00-11032,16.11.2011
i 00-11033,29.11.2011
i 00-11034,29.11.2011
i 00-11035,29.11.2011
i 00-11036,30.11.2011
i 00-11037,02.12.2011
i 00-11038,06.12.2011
i 00-11039,13.12.2011
i 00-11040,20.12.2011
i 00-11041,20.12.2011
i 00-11042,20.12.2011
i 00-11043,18.01.2012
i 00-11044,18.01.2012
i 00-11045,19.01.2012
i 00-11046,23.01.2012
i 00-11047,27.01.2012
i 00-11048,27.01.2012
i 00-11049,31.01.2012
i 00-11050,03.02.2012
i 00-11051,06.02.2012
i 00-11052,07.02.2012
i 00-11053,09.02.2012
i 00-11054,15.02.2012
i 00-11055,05.03.2012
i 00-11056,16.03.2012
i 00-11057,16.03.2012
i 00-11058,20.03.2012
i 00-11059,21.03.2012
i 00-11060,21.03.2012
i 00-11061,21.03.2012
i 00-11062,21.03.2012
i 00-11063,22.03.2012
i 00-11064,22.03.2012
i 00-11065,22.03.2012
i 00-11066,22.03.2012
i 00-11067,22.03.2012
i 00-11068,22.03.2012
i 00-11069,02.04.2012
i 00-11070,02.04.2012
i 00-11071,02.04.2012
i 00-11072,04.04.2012
i 00-11073,03.04.2012
i 00-11074,03.04.2012
i 00-11075,18.04.2012
i 00-11076,17.04.2012
i 00-11077,17.04.2012
i 00-11078,24.04.2012
i 00-11079,26.04.2012
i 00-11080,02.05.2012
i 00-11081,03.05.2012
i 00-11082,21.05.2012
i 00-11083,21.05.2012
i 00-11084,21.05.2012
i 00-11085,21.05.2012
i 00-11086,22.05.2012
i 00-11087,22.05.2012
i 00-11088,22.05.2012
i 00-11089,23.05.2012
i 00-11090,24.05.2012
i 00-11091,30.05.2012
i 00-11092,05.06.2012
i 00-11093,05.06.2012
i 00-11094,08.06.2012
i 00-11095,11.06.2012
i 00-11096,11.06.2012
i 00-11097,11.06.2012
i 00-11098,11.06.2012
i 00-11099,11.06.2012
i 00-11100,11.06.2012
i 00-11101,18.06.2012
i 00-11102,19.06.2012
i 00-11103,19.06.2012
i 00-11104,19.06.2012
i 00-11105,21.06.2012
i 00-11106,02.07.2012
i 00-11108,03.07.2012
i 00-11109,04.07.2012
i 00-11110,10.07.2012
i 00-11111,17.07.2012
i 00-11112,18.07.2012
i 00-11113,23.07.2012
i 00-11114,23.07.2012
i 00-11115,24.07.2012
i 00-11116,25.07.2012
i 00-11117,26.07.2012
i 00-11118,02.08.2012
i 00-11119,03.08.2012
i 00-11120,03.08.2012
i 00-11121,14.08.2012
i 00-11122,20.08.2012
i 00-11123,20.08.2012
i 00-11124,29.08.2012
i 00-11125,29.08.2012
i 00-11126,29.08.2012
i 00-11127,29.08.2012
i 00-11128,29.08.2012
i 00-11129,29.08.2012
i 00-11130,29.08.2012
i 00-11131,29.08.2012
i 00-11132,31.08.2012
i 00-11133,03.09.2012
i 00-11134,04.09.2012
i 00-11135,04.09.2012
i 00-11136,11.09.2012
i 00-11137,05.10.2012
i 00-11138,20.09.2012
i 00-11139,20.09.2012
i 00-11140,20.09.2012
i 00-11141,20.09.2012
i 00-11142,25.10.2012
i 00-11143,20.09.2012
i 00-11144,24.09.2012
i 00-11145,24.09.2012
i 00-11146,27.09.2012
i 00-11147,03.10.2012
i 00-11148,04.10.2012
i 00-11149,04.10.2012
i 00-11150,11.10.2012
i 00-11151,16.10.2012
i 00-11152,15.10.2012
i 00-11153,06.11.2012
i 00-11154,08.11.2012
i 00-11155,13.11.2012
i 00-11156,13.11.2012
i 00-11157,19.11.2012
i 00-11158,22.11.2012
i 00-11159,05.12.2012
i 00-11160,05.12.2012
i 00-11161,05.12.2012
i 00-11162,05.12.2012
i 00-11163,16.01.2013
i 00-11164,16.01.2013
i 00-11165,18.01.2013
i 00-11166,22.01.2013
i 00-11167,31.01.2013
i 00-11168,07.02.2013
i 00-11169,13.02.2013
i 00-11170,15.02.2013
i 00-11171,18.02.2013
i 00-11172,18.02.2013
i 00-11173,27.02.2013
i 00-11174,04.03.2013
i 00-11175,04.03.2013
i 00-11176,11.03.2013
i 00-11177,13.03.2013
i 00-11178,14.03.2013
i 00-11179,20.03.2013
i 00-11180,20.03.2013
i 00-11181,25.03.2013
i 00-11182,26.03.2013
i 00-11183,08.04.2013
i 00-11184,12.04.2013
i 00-11185,24.04.2013
i 00-11186,23.04.2013
i 00-11187,23.04.2013
i 00-11188,24.04.2013
i 00-11189,24.04.2013
i 00-11190,24.04.2013
i 00-11191,24.04.2013
i 00-11192,29.04.2013
i 00-11193,29.04.2013
i 00-11194,29.04.2013
i 00-11195,03.05.2013
i 00-11196,08.05.2013
i 00-11197,13.05.2013
i 00-11198,13.05.2013
i 00-11199,21.05.2013
i 00-11200,21.05.2013
i 00-11201,22.05.2013
i 00-11202,23.05.2013
i 00-11203,29.05.2013
i 00-11204,13.06.2013
i 00-11205,13.06.2013
i 00-11206,24.06.2013
i 00-11207,26.06.2013
i 00-11208,27.06.2013
i 00-11209,28.06.2013
i 00-11210,28.06.2013
i 00-11211,01.07.2013
i 00-11212,01.07.2013
i 00-11213,02.07.2013
i 00-11214,02.07.2013
i 00-11215,03.07.2013
i 00-11216,04.07.2013
i 00-11217,04.07.2013
i 00-11218,18.07.2013
i 00-11219,18.07.2013
i 00-11220,25.07.2013
i 00-11221,29.07.2013
i 00-11222,30.07.2013
i 00-11223,05.08.2013
i 00-11224,05.08.2013
i 00-11225,07.08.2013
i 00-11226,07.08.2013
i 00-11227,07.08.2013
i 00-11228,12.08.2013
i 00-11229,19.08.2013
i 00-11230,21.08.2013
i 00-11231,27.08.2013
i 00-11232,28.08.2013
i 00-11233,10.09.2013
i 00-11234,12.09.2013
i 00-11235,12.09.2013
i 00-11236,24.09.2013
i 00-11237,25.09.2013
i 00-11238,25.09.2013
i 00-11239,25.09.2013
i 00-11240,26.09.2013
i 00-11241,26.09.2013
i 00-11242,26.09.2013
i 00-11243,30.09.2013
i 00-11244,04.10.2013
i 00-11245,08.10.2013
i 00-11246,17.10.2013
i 00-11247,04.11.2013
i 00-11248,04.11.2013
i 00-11249,04.11.2013
i 00-11250,05.11.2013
i 00-11251,12.11.2013
i 00-11252,14.11.2013
i 00-11253,18.11.2013
i 00-11254,21.11.2013
i 00-11255,25.11.2013
i 00-11256,29.11.2013
i 00-11257,05.12.2013
i 00-11258,17.12.2013
i 00-11259,07.01.2014
i 00-11260,09.01.2014
i 00-11261,07.01.2014
i 00-11262,14.01.2014
i 00-11263,15.01.2014
i 00-11264,15.01.2014
i 00-11265,15.01.2014
i 00-11266,15.01.2014
i 00-11267,21.01.2014
i 00-11268,21.01.2014
i 00-11269,21.01.2014
i 00-11270,13.02.2014
i 00-11271,17.02.2014
i 00-11272,18.02.2014
i 00-11273,18.02.2014
i 00-11274,18.02.2014
i 00-11275,18.02.2014
i 00-11276,19.02.2014
i 00-11277,19.02.2014
i 00-11278,01.04.2014
i 00-11279,01.04.2014
i 00-11280,08.04.2014
i 00-11281,08.04.2014
i 00-11282,08.04.2014
i 00-11283,08.04.2014
i 00-11284,28.04.2014
i 00-11285,29.04.2014
i 00-11286,30.04.2014
i 00-11287,30.04.2014
i 00-11288,05.05.2014
i 00-11289,06.05.2014
i 00-11290,22.07.2014
i 00-11291,20.05.2014
i 00-11292,23.05.2014
i 00-11293,22.05.2014
i 00-11294,22.05.2014
i 00-11295,22.05.2014
i 00-11296,18.06.2014
i 00-11297,25.06.2014
i 00-11298,25.06.2014
i 00-11299,30.06.2014
i 00-11300,30.06.2014
i 00-11301,30.06.2014
i 00-11302,01.07.2014
i 00-11303,02.07.2014
i 00-11304,02.07.2014
i 00-11305,02.07.2014
i 00-11306,21.07.2014
i 00-11307,22.07.2014
i 00-11308,24.07.2014
i 00-11309,08.08.2014
i 00-11310,20.10.2014
i 00-11311,26.08.2014
i 00-11312,10.09.2014
i 00-11313,16.09.2014
i 00-11314,16.09.2014
i 00-11315,17.09.2014
i 00-11316,17.09.2014
i 00-11317,17.09.2014
i 00-11318,18.09.2014
i 00-11319,26.09.2014
i 00-11320,17.10.2014
i 00-11321,27.10.2014
i 00-11322,29.10.2014
i 00-11323,30.10.2014
i 00-11324,18.11.2014
i 00-11325,17.11.2014
i 00-11326,09.12.2014
i 00-11327,09.12.2014
i 00-11328,09.12.2014
i 01-00053,08.05.1991
i 01-00054,08.05.1991
i 01-00055,08.05.1991
i 01-00058,16.01.1998
i 01-10001,15.10.2001
i 01-10002,01.11.2002
i 01-10003,04.08.2004
i 01-10004,20.09.2005
i 01-10005,02.04.2008
i 01-10006,04.07.2008
i 01-10007,15.10.2008
i 01-10008,19.02.2009
i 01-10009,19.02.2009
i 01-10010,19.05.2009
i 01-10011,26.11.2009
i 01-10012,05.01.2010
i 01-10013,06.09.2010
i 01-10014,05.05.2011
i 01-10015,16.11.2011
i 01-10016,14.06.2012
i 01-10017,03.08.2012
i 01-10018,16.10.2013
i 01-10019,20.08.2014
i 01-10020,18.09.2014
i 03-00053,13.06.1995
i 03-00055,15.09.1997
i 03-00056,12.03.1998
i 03-00057,24.08.1998
i 03-00058,02.02.1999
i 03-00059,14.06.1999
i 03-00060,14.06.1999
i 03-00061,02.08.1999
i 03-00062,11.01.2001
i 03-10001,23.03.2004
i 03-10002,27.02.2008
i 03-10003,08.04.2008
i 03-10004,09.04.2008
i 03-10005,03.07.2008
i 03-10006,10.07.2008
i 03-10007,10.07.2008
i 03-10008,17.09.2008
i 03-10009,14.01.2009
i 03-10010,14.01.2009
i 03-10011,05.02.2009
i 03-10012,06.02.2009
i 03-10013,18.02.2009
i 03-10014,23.04.2009
i 03-10015,18.06.2009
i 03-10016,07.07.2009
i 03-10017,02.10.2009
i 03-10018,01.03.2010
i 03-10019,02.03.2010
i 03-10020,10.08.2010
i 03-10021,08.09.2011
i 03-10022,02.07.2012
i 03-10023,03.07.2012
i 03-10024,03.07.2012
i 03-10025,03.07.2012
i 03-10026,03.07.2012
i 03-10027,04.07.2012
i 03-10028,30.07.2012
i 03-10029,25.10.2012
i 03-10030,28.06.2013
i 03-10031,04.11.2013
i 03-10032,13.01.2014
i 03-10033,30.06.2014
i 03-10034,19.08.2014
i 03-10035,23.09.2014
i 03-10036,09.12.2014
i 05-10001,10.03.2009
i 07-00011,10.04.1991
i 07-00013,06.03.2001
i 07-10001,16.10.2002
i 07-10002,16.10.2002
i 07-10003,16.10.2002
i 07-10004,16.10.2002
i 07-10005,16.10.2002
i 07-10006,16.10.2002
i 07-10007,16.10.2002
i 07-10008,16.10.2002
i 07-10009,16.10.2002
i 07-10010,16.10.2002
i 07-10011,31.03.2006
i 07-10012,12.12.2008
i 07-10013,16.04.2009
i 07-10014,30.04.2009
i 07-10015,25.05.2009
i 07-10016,03.06.2009
i 07-10017,10.06.2009
i 07-10018,10.06.2009
i 07-10019,26.08.2009
i 07-10020,20.10.2009
i 07-10021,23.11.2009
i 07-10022,07.12.2009
i 07-10023,15.07.2010
i 07-10024,20.08.2010
i 07-10025,14.09.2010
i 07-10026,15.07.2011
i 07-10027,16.08.2011
i 07-10028,07.12.2011
i 07-10029,13.06.2012
i 07-10030,24.09.2012
i 07-10031,25.10.2012
i 07-10032,07.11.2012
i 07-10033,28.11.2012
i 07-10034,14.10.2013
i 07-10035,14.10.2013
i 07-10036,14.10.2013
i 07-10037,14.10.2013
i 07-10038,14.10.2013
i 08-00012,20.11.1985
i 08-00013,20.11.1985
i 08-00014,20.11.1985
i 08-00015,20.11.1985
i 08-00016,20.11.1985
i 08-00017,20.11.1985
i 08-00018,11.11.1987
i 08-00019,11.11.1987
i 08-00021,24.07.1991
i 08-00022,08.05.1992
i 08-00023,12.08.1992
i 08-00024,10.12.1993
i 08-00025,15.02.1995
i 08-00026,20.07.1994
i 08-00027,24.07.1996
i 08-00028,08.06.1998
i 08-00029,15.10.1998
i 08-00030,18.11.1998
i 08-00031,18.11.1998
i 08-00032,18.11.1998
i 08-00033,18.11.1998
i 08-00034,18.11.1998
i 08-00035,18.11.1998
i 08-00036,05.07.1999
i 08-00037,15.10.1999
i 08-00038,10.04.2000
i 08-00039,17.05.2000
i 08-00040,17.05.2000
i 08-00041,28.07.2000
i 08-00042,12.01.2001
i 08-10001,09.04.2003
i 08-10002,28.07.2003
i 08-10003,07.04.2004
i 08-10004,16.04.2004
i 08-10005,24.06.2004
i 08-10006,20.01.2006
i 08-10007,23.01.2006
i 08-10008,16.08.2006
i 08-10009,23.02.2007
i 08-10010,25.01.2008
i 08-10011,28.02.2008
i 08-10012,02.04.2008
i 08-10013,09.04.2008
i 08-10014,16.04.2008
i 08-10015,29.05.2008
i 08-10016,28.05.2008
i 08-10017,24.06.2008
i 08-10018,06.08.2008
i 08-10019,22.08.2008
i 08-10020,17.09.2008
i 08-10021,01.10.2008
i 08-10022,03.11.2008
i 08-10023,24.11.2008
i 08-10024,10.12.2008
i 08-10025,10.12.2008
i 08-10026,29.07.2009
i 08-10027,05.10.2009
i 08-10028,01.03.2010
i 08-10029,01.03.2010
i 08-10030,08.03.2010
i 08-10031,08.03.2010
i 08-10032,14.04.2010
i 08-10033,11.05.2010
i 08-10034,02.06.2010
i 08-10035,04.06.2010
i 08-10036,09.09.2010
i 08-10037,22.10.2010
i 08-10038,17.03.2011
i 08-10039,26.04.2011
i 08-10040,10.09.2014
i 08-10041,10.09.2014
i 08-10042,10.09.2014
i 08-10043,11.08.2011
i 08-10044,08.08.2012
i 08-10045,24.10.2012
i 08-10046,25.10.2012
i 08-10047,29.11.2012
i 08-10048,22.03.2013
i 08-10049,22.03.2013
i 08-10050,04.10.2013
i 08-10051,07.04.2014
i 08-10052,17.06.2014
i 08-10053,17.06.2014
i 09-00011,18.01.1995
i 09-00012,23.07.1996
i 09-10001,28.11.2008
i 09-10002,14.01.2009
i 09-10003,28.10.2011
i 12-00003,25.07.1985
i 12-00004,26.09.1986
i 12-10001,10.02.2010
i 12-10002,06.05.2010
i 12-10003,10.06.2010
i 12-10004,27.06.2014
i 12-10005,27.06.2014
i 15-00002,19.10.1999
i 16-10001,19.11.2008
i 16-10002,02.03.2010
i 16-10003,22.08.2011
i 16-10004,23.01.2013
i 18-00002,06.01.1983
i 18-00003,12.02.1998
i 18-10001,08.08.2008
i 18-10002,26.08.2008
i 18-10003,26.08.2008
i 18-10004,06.03.2009
i 19-00001,24.02.1995
i 19-00002,25.11.1997
i 19-00003,27.03.2000
i 19-00004,31.03.2000
i 19-00005,19.01.2001
i 19-10001,18.12.2002
i 19-10002,30.07.2004
i 19-10003,04.03.2005
i 19-10004,04.04.2008
i 19-10005,10.06.2008
i 19-10006,12.04.2022
i 19-10007,08.03.2010
i 19-10008,19.10.2011
i 19-10009,10.01.2012
i 19-10010,26.07.2012
i 19-10011,26.03.2013
i 19-10012,10.06.2013
i 19-10013,31.07.2013
i 19-10014,22.04.2014
i 19-10015,22.04.2014
i 24-00001,15.09.1999
i 27-00002,12.07.1990
i 27-00006,17.05.2000
i 29-00007,11.04.1996
i 29-00008,23.05.1997
i 29-00009,03.09.1997
i 29-00010,03.09.1997
i 29-00011,03.09.1997
i 29-00012,03.09.1997
i 29-00013,03.09.1997
i 29-00014,18.01.1999
i 29-00015,18.01.1999
i 29-00016,12.07.1999
i 29-00017,29.03.2000
