gbs_id,datum_verfuegung
h 00-01019,18.06.1987
h 00-01020,15.12.1987
h 00-01021,08.03.1988
h 00-01022,08.03.1988
h 00-01023,23.06.2014
h 00-01024,20.07.1988
h 00-01031,06.04.1989
h 00-01032,06.06.1989
h 00-01033,27.06.1989
h 00-01034,20.10.1989
h 00-01036,07.03.1990
h 00-01037,19.03.1990
h 00-01038,07.05.1990
h 00-01039,25.04.1990
h 00-01040,11.06.1990
h 00-01041,14.06.1990
h 00-01042,14.06.1990
h 00-01043,24.07.1990
h 00-01044,23.07.1990
h 00-01045,27.07.1990
h 00-01048,01.11.1990
h 00-01049,02.04.1991
h 00-01052,03.05.1991
h 00-01053,08.05.1991
h 00-01055,24.06.1991
h 00-01058,01.10.1991
h 00-01061,09.10.1991
h 00-01062,15.11.1991
h 00-01063,01.04.1992
h 00-01065,29.07.1992
h 00-01066,04.09.1992
h 00-01067,13.10.1992
h 00-01068,13.10.1992
h 00-01069,13.11.1992
h 00-01073,15.04.1993
h 00-01074,15.04.1993
h 00-01075,15.04.1993
h 00-01076,15.04.1993
h 00-01077,15.04.1993
h 00-01078,15.04.1993
h 00-01080,15.06.1993
h 00-01084,15.09.1993
h 00-01085,19.10.1993
h 00-01086,22.11.1993
h 00-01087,26.01.1994
h 00-01088,11.03.1994
h 00-01089,21.11.1983
h 00-01090,14.04.1994
h 00-01091,20.04.1994
h 00-01092,06.05.1994
h 00-01093,20.06.1994
h 00-01094,20.06.1994
h 00-01095,11.07.1994
h 00-01096,05.08.1994
h 00-01097,08.08.1994
h 00-01098,09.09.1994
h 00-01099,19.10.1994
h 00-01100,24.10.1994
h 00-01101,24.11.1994
h 00-01105,23.01.1995
h 00-01106,24.02.1995
h 00-01107,03.04.1995
h 00-01113,04.04.1995
h 00-01114,02.05.1995
h 00-01115,02.05.1995
h 00-01116,02.05.1995
h 00-01117,12.05.1995
h 00-01118,12.05.1995
h 00-01119,18.07.1995
h 00-01120,14.08.1995
h 00-01121,28.08.1995
h 00-01122,28.08.1995
h 00-01124,13.10.1995
h 00-01125,31.10.1995
h 00-01126,07.02.1996
h 00-01127,07.02.1996
h 00-01128,07.02.1996
h 00-01129,07.02.1996
h 00-01130,16.02.1996
h 00-01131,21.03.1996
h 00-01137,14.06.1996
h 00-01138,14.06.1996
h 00-01139,14.06.1996
h 00-01140,18.06.1996
h 00-01141,21.06.1996
h 00-01142,11.07.1996
h 00-01143,11.07.1996
h 00-01144,12.07.1996
h 00-01145,15.08.1996
h 00-01146,29.08.1996
h 00-01147,05.09.1996
h 00-01148,05.09.1996
h 00-01149,05.09.1996
h 00-01152,23.09.1996
h 00-01153,23.09.1996
h 00-01154,23.09.1996
h 00-01155,23.09.1996
h 00-01159,14.10.1996
h 00-01160,15.10.1996
h 00-01161,15.10.1996
h 00-01162,15.10.1996
h 00-01163,26.11.1996
h 00-01164,03.12.1996
h 00-01169,13.02.1997
h 00-01171,04.04.1997
h 00-01172,15.04.1997
h 00-01173,16.05.1997
h 00-01174,27.05.1997
h 00-01177,18.06.1997
h 00-01179,25.06.1997
h 00-01180,08.07.1997
h 00-01181,31.07.1997
h 00-01182,15.08.1997
h 00-01183,21.08.1997
h 00-01184,04.09.1997
h 00-01185,13.10.1997
h 00-01186,27.11.1997
h 00-01187,16.01.1998
h 00-01188,19.01.1998
h 00-01189,03.02.1998
h 00-01190,04.02.1998
h 00-01191,12.02.1998
h 00-01192,12.02.1998
h 00-01193,12.02.1998
h 00-01194,12.02.1998
h 00-01195,17.02.1998
h 00-01196,17.02.1998
h 00-01197,23.02.1998
h 00-01198,13.03.1998
h 00-01199,27.03.1998
h 00-01200,07.04.1998
h 00-01201,08.04.1998
h 00-01202,06.04.1999
h 00-01203,24.04.1998
h 00-01204,22.05.1998
h 00-01205,02.06.1998
h 00-01206,25.06.1998
h 00-01207,25.06.1998
h 00-01208,25.06.1998
h 00-01209,10.07.1998
h 00-01210,13.07.1998
h 00-01211,19.08.1998
h 00-01212,22.09.1998
h 00-01213,15.10.1998
h 00-01214,02.11.1998
h 00-01217,04.11.1998
h 00-01218,04.11.1998
h 00-01219,13.11.1998
h 00-01220,17.11.1998
h 00-01221,17.11.1998
h 00-01222,26.11.1998
h 00-01223,26.01.1999
h 00-01224,08.02.1999
h 00-01225,16.02.1999
h 00-01226,24.02.1999
h 00-01227,08.03.1999
h 00-01228,25.03.1999
h 00-01229,25.03.1999
h 00-01230,22.04.1999
h 00-01231,22.04.1999
h 00-01232,23.04.1999
h 00-01233,01.06.1999
h 00-01234,10.06.1999
h 00-01235,15.07.1999
h 00-01236,16.07.1999
h 00-01237,23.07.1999
h 00-01238,15.09.1999
h 00-01239,15.10.1999
h 00-01240,15.10.1999
h 00-01241,15.10.1999
h 00-01242,08.11.1999
h 00-01243,08.11.1999
h 00-01244,01.12.1999
h 00-01245,03.02.2000
h 00-01246,03.02.2000
h 00-01247,17.02.2000
h 00-01248,13.04.2000
h 00-01249,12.04.2000
h 00-01250,12.04.2000
h 00-01251,25.05.2000
h 00-01252,30.05.2000
h 00-01253,15.06.2000
h 00-01254,21.07.2000
h 00-01255,21.07.2000
h 00-01256,21.07.2000
h 00-01257,21.07.2000
h 00-01258,07.09.2000
h 00-01259,07.09.2000
h 00-01260,07.09.2000
h 00-01261,07.09.2000
h 00-01262,07.09.2000
h 00-01263,07.09.2000
h 00-01264,07.09.2000
h 00-01265,07.09.2000
h 00-01266,07.09.2000
h 00-01267,07.09.2000
h 00-01268,05.10.2000
h 00-01269,11.10.2000
h 00-01270,30.11.2000
h 00-01271,14.12.2000
h 00-01272,14.12.2000
h 00-01273,14.12.2000
h 00-01274,16.02.2001
h 00-01275,20.03.2001
h 00-01276,23.02.2001
h 00-01277,14.03.2001
h 00-01278,14.03.2001
h 00-01279,15.03.2001
h 00-01280,14.03.2001
h 00-01281,26.03.2001
h 00-01282,19.04.2001
h 00-01283,19.04.2001
h 00-01284,11.05.2001
h 00-01285,23.05.2001
h 00-01286,21.05.2001
h 00-01287,29.05.2001
h 00-01288,14.06.2001
h 00-01289,14.06.2001
h 00-10001,25.06.2001
h 00-10002,03.07.2001
h 00-10003,09.07.2001
h 00-10004,09.07.2001
h 00-10005,09.07.2001
h 00-10006,09.07.2001
h 00-10007,12.07.2001
h 00-10008,12.07.2001
h 00-10009,12.07.2001
h 00-10010,12.07.2001
h 00-10011,12.07.2001
h 00-10012,12.07.2001
h 00-10013,12.07.2001
h 00-10014,12.07.2001
h 00-10015,12.07.2001
h 00-10016,12.07.2001
h 00-10017,12.07.2001
h 00-10018,12.07.2001
h 00-10019,12.07.2001
h 00-10020,12.07.2001
h 00-10021,12.07.2001
h 00-10022,12.07.2001
h 00-10023,12.07.2001
h 00-10024,12.07.2001
h 00-10025,12.07.2001
h 00-10026,12.07.2001
h 00-10027,12.07.2001
h 00-10028,12.07.2001
h 00-10029,12.07.2001
h 00-10030,19.07.2001
h 00-10031,27.08.2001
h 00-10032,27.08.2001
h 00-10033,27.08.2001
h 00-10034,27.08.2001
h 00-10035,24.08.2001
h 00-10036,28.08.2001
h 00-10037,28.08.2001
h 00-10039,28.08.2001
h 00-10040,31.08.2001
h 00-10041,17.09.2001
h 00-10042,12.09.2001
h 00-10043,04.10.2001
h 00-10044,04.10.2001
h 00-10045,04.10.2001
h 00-10046,04.10.2001
h 00-10047,08.10.2001
h 00-10048,08.10.2001
h 00-10049,07.12.2001
h 00-10050,07.12.2001
h 00-10051,07.12.2001
h 00-10052,30.01.2002
h 00-10053,08.02.2002
h 00-10054,15.02.2002
h 00-10055,25.02.2002
h 00-10056,11.03.2002
h 00-10057,12.03.2002
h 00-10058,15.03.2002
h 00-10059,02.04.2002
h 00-10060,07.04.2002
h 00-10061,11.04.2002
h 00-10062,17.04.2002
h 00-10063,23.04.2002
h 00-10064,04.06.2002
h 00-10065,04.06.2002
h 00-10066,25.06.2002
h 00-10067,25.06.2002
h 00-10068,27.06.2002
h 00-10069,11.07.2002
h 00-10070,18.07.2002
h 00-10071,18.07.2002
h 00-10072,26.08.2002
h 00-10073,23.09.2002
h 00-10074,16.10.2002
h 00-10075,23.10.2002
h 00-10076,01.11.2002
h 00-10077,04.12.2002
h 00-10078,04.12.2002
h 00-10079,10.12.2002
h 00-10080,11.12.2002
h 00-10081,27.03.2003
h 00-10082,20.02.2003
h 00-10083,20.02.2003
h 00-10084,28.02.2003
h 00-10085,05.03.2003
h 00-10086,05.03.2003
h 00-10087,05.03.2003
h 00-10088,05.03.2003
h 00-10089,05.03.2003
h 00-10090,05.03.2003
h 00-10091,05.03.2003
h 00-10092,05.03.2003
h 00-10093,05.03.2003
h 00-10094,05.03.2003
h 00-10095,04.03.2003
h 00-10096,12.03.2003
h 00-10097,14.03.2003
h 00-10098,18.03.2003
h 00-10099,18.03.2003
h 00-10100,27.03.2003
h 00-10101,15.04.2003
h 00-10102,29.04.2003
h 00-10103,29.04.2003
h 00-10104,29.04.2003
h 00-10105,29.04.2003
h 00-10106,06.05.2003
h 00-10107,06.05.2003
h 00-10108,13.05.2003
h 00-10109,13.05.2003
h 00-10110,21.05.2003
h 00-10111,26.05.2003
h 00-10112,03.06.2003
h 00-10113,13.06.2003
h 00-10114,16.06.2003
h 00-10115,24.06.2003
h 00-10116,24.06.2003
h 00-10117,27.06.2003
h 00-10118,21.07.2003
h 00-10119,29.07.2003
h 00-10120,29.07.2003
h 00-10121,29.07.2003
h 00-10122,29.07.2003
h 00-10123,30.07.2003
h 00-10124,31.07.2003
h 00-10125,31.07.2003
h 00-10126,07.08.2003
h 00-10127,14.08.2003
h 00-10128,13.08.2003
h 00-10129,19.08.2003
h 00-10130,04.09.2003
h 00-10131,30.09.2003
h 00-10132,09.10.2003
h 00-10133,14.10.2003
h 00-10134,15.10.2003
h 00-10135,23.10.2003
h 00-10136,27.10.2003
h 00-10137,27.10.2003
h 00-10138,25.11.2003
h 00-10139,17.12.2003
h 00-10140,28.01.2004
h 00-10141,12.03.2004
h 00-10142,12.03.2004
h 00-10143,24.03.2004
h 00-10144,31.03.2004
h 00-10145,16.04.2004
h 00-10146,20.04.2004
h 00-10147,22.04.2004
h 00-10148,22.04.2004
h 00-10149,22.04.2004
h 00-10150,22.04.2004
h 00-10151,14.05.2004
h 00-10152,19.05.2004
h 00-10153,28.05.2004
h 00-10154,04.06.2004
h 00-10155,11.06.2004
h 00-10156,28.07.2004
h 00-10157,06.07.2004
h 00-10158,05.06.2004
h 00-10159,13.07.2004
h 00-10160,13.07.2004
h 00-10161,09.07.2004
h 00-10162,13.07.2004
h 00-10163,16.07.2004
h 00-10164,15.07.2004
h 00-10165,21.07.2004
h 00-10166,26.07.2004
h 00-10167,04.08.2004
h 00-10168,04.08.2004
h 00-10169,04.08.2004
h 00-10170,27.08.2004
h 00-10171,30.08.2004
h 00-10172,14.09.2004
h 00-10173,06.10.2004
h 00-10174,12.11.2004
h 00-10175,07.12.2004
h 00-10176,07.12.2004
h 00-10177,16.12.2004
h 00-10178,07.01.2005
h 00-10179,07.01.2005
h 00-10180,07.01.2005
h 00-10181,07.01.2005
h 00-10182,07.01.2005
h 00-10183,07.01.2005
h 00-10184,07.01.2005
h 00-10185,07.01.2005
h 00-10186,12.01.2005
h 00-10187,24.01.2005
h 00-10188,10.02.2005
h 00-10189,01.03.2005
h 00-10190,16.03.2005
h 00-10191,16.03.2005
h 00-10192,29.03.2005
h 00-10193,29.03.2005
h 00-10194,29.03.2005
h 00-10195,04.04.2005
h 00-10196,19.04.2005
h 00-10197,03.05.2005
h 00-10198,03.05.2005
h 00-10199,17.05.2005
h 00-10200,17.05.2005
h 00-10201,08.06.2005
h 00-10202,16.06.2005
h 00-10203,16.06.2005
h 00-10204,16.06.2005
h 00-10205,09.06.2005
h 00-10206,05.07.2005
h 00-10207,05.07.2005
h 00-10208,05.07.2005
h 00-10209,05.07.2005
h 00-10210,05.07.2005
h 00-10211,05.07.2005
h 00-10212,07.07.2005
h 00-10213,07.07.2005
h 00-10214,14.07.2005
h 00-10215,14.07.2005
h 00-10216,11.07.2005
h 00-10217,14.07.2005
h 00-10218,08.08.2005
h 00-10219,09.08.2005
h 00-10220,12.08.2005
h 00-10221,16.08.2005
h 00-10222,12.08.2005
h 00-10223,19.08.2005
h 00-10224,18.08.2005
h 00-10225,19.08.2005
h 00-10226,15.09.2005
h 00-10227,19.09.2005
h 00-10228,10.10.2005
h 00-10229,07.10.2005
h 00-10230,12.10.2005
h 00-10231,12.10.2005
h 00-10232,17.10.2005
h 00-10233,18.10.2005
h 00-10234,26.10.2005
h 00-10235,26.10.2005
h 00-10236,16.11.2005
h 00-10237,16.11.2005
h 00-10238,18.11.2005
h 00-10239,14.12.2005
h 00-10240,12.01.2006
h 00-10241,13.01.2006
h 00-10242,13.01.2006
h 00-10243,13.02.2006
h 00-10244,14.02.2006
h 00-10245,14.02.2006
h 00-10246,14.02.2006
h 00-10247,14.02.2006
h 00-10248,14.02.2006
h 00-10249,14.02.2006
h 00-10250,14.02.2006
h 00-10251,14.02.2006
h 00-10252,14.02.2006
h 00-10253,03.03.2006
h 00-10254,03.03.2006
h 00-10255,13.03.2006
h 00-10256,13.03.2006
h 00-10257,16.03.2006
h 00-10258,23.03.2006
h 00-10259,27.03.2006
h 00-10260,29.03.2006
h 00-10261,29.03.2006
h 00-10262,04.05.2006
h 00-10263,09.05.2006
h 00-10264,09.05.2006
h 00-10265,15.05.2006
h 00-10266,15.05.2006
h 00-10267,15.05.2006
h 00-10268,15.05.2006
h 00-10269,15.05.2006
h 00-10270,15.05.2006
h 00-10271,15.05.2006
h 00-10272,18.05.2006
h 00-10273,18.05.2006
h 00-10274,18.05.2006
h 00-10275,18.05.2006
h 00-10276,18.05.2006
h 00-10277,18.05.2006
h 00-10278,18.05.2006
h 00-10279,18.05.2006
h 00-10280,18.05.2006
h 00-10281,18.05.2006
h 00-10282,18.05.2006
h 00-10283,18.05.2006
h 00-10284,18.05.2006
h 00-10285,29.05.2006
h 00-10286,26.05.2006
h 00-10287,01.06.2006
h 00-10288,13.06.2006
h 00-10289,13.06.2006
h 00-10290,20.06.2006
h 00-10291,29.05.2006
h 00-10292,26.06.2006
h 00-10293,26.06.2006
h 00-10294,11.07.2006
h 00-10295,11.07.2006
h 00-10296,17.07.2006
h 00-10297,21.07.2006
h 00-10298,26.07.2006
h 00-10299,10.08.2006
h 00-10300,10.08.2006
h 00-10301,10.08.2006
h 00-10302,10.08.2006
h 00-10303,10.08.2006
h 00-10304,10.08.2006
h 00-10305,10.07.2006
h 00-10306,10.08.2006
h 00-10307,10.08.2006
h 00-10308,10.08.2006
h 00-10309,24.08.2006
h 00-10310,04.09.2006
h 00-10311,05.09.2006
h 00-10312,11.09.2006
h 00-10313,11.09.2006
h 00-10314,19.09.2006
h 00-10315,09.10.2006
h 00-10316,12.10.2006
h 00-10317,23.10.2006
h 00-10318,23.10.2006
h 00-10319,06.11.2006
h 00-10320,17.11.2006
h 00-10321,23.11.2006
h 00-10322,11.12.2006
h 00-10323,11.01.2007
h 00-10324,11.01.2007
h 00-10325,11.01.2007
h 00-10326,11.01.2007
h 00-10327,11.01.2007
h 00-10328,11.01.2007
h 00-10329,11.01.2007
h 00-10330,11.01.2007
h 00-10331,11.01.2007
h 00-10332,11.01.2007
h 00-10333,11.01.2007
h 00-10334,11.01.2007
h 00-10335,11.01.2007
h 00-10336,11.01.2007
h 00-10337,19.01.2007
h 00-10338,19.01.2007
h 00-10339,19.01.2007
h 00-10340,22.01.2007
h 00-10341,07.03.2008
h 00-10342,01.02.2007
h 00-10343,19.07.2013
h 00-10344,12.02.2007
h 00-10345,19.02.2007
h 00-10346,21.02.2007
h 00-10347,22.02.2007
h 00-10348,01.03.2007
h 00-10349,21.03.2007
h 00-10350,27.03.2007
h 00-10351,26.03.2007
h 00-10352,16.04.2007
h 00-10353,17.04.2007
h 00-10354,17.04.2007
h 00-10355,18.04.2007
h 00-10356,18.04.2007
h 00-10357,19.04.2007
h 00-10358,02.05.2007
h 00-10359,02.05.2007
h 00-10360,04.05.2007
h 00-10361,10.05.2007
h 00-10362,14.05.2007
h 00-10363,14.05.2007
h 00-10364,14.05.2007
h 00-10365,14.05.2007
h 00-10366,14.05.2007
h 00-10367,14.05.2007
h 00-10368,14.05.2007
h 00-10369,14.05.2007
h 00-10370,12.05.2007
h 00-10371,14.05.2007
h 00-10372,14.05.2007
h 00-10373,14.05.2007
h 00-10374,14.05.2007
h 00-10375,14.05.2007
h 00-10376,14.05.2007
h 00-10377,14.05.2007
h 00-10378,14.05.2007
h 00-10379,18.05.2007
h 00-10380,21.05.2007
h 00-10381,22.05.2007
h 00-10382,04.06.2007
h 00-10383,04.06.2007
h 00-10384,04.06.2007
h 00-10385,04.06.2007
h 00-10386,19.06.2007
h 00-10387,19.06.2007
h 00-10388,23.06.2007
h 00-10389,02.07.2007
h 00-10390,04.07.2007
h 00-10391,05.07.2007
h 00-10392,06.07.2007
h 00-10393,19.07.2007
h 00-10394,04.08.2007
h 00-10395,04.08.2007
h 00-10396,04.08.2007
h 00-10397,04.08.2007
h 00-10398,02.08.2007
h 00-10399,03.08.2007
h 00-10400,16.08.2007
h 00-10401,29.08.2007
h 00-10402,06.09.2007
h 00-10403,10.09.2007
h 00-10404,10.09.2007
h 00-10405,10.09.2007
h 00-10406,10.09.2007
h 00-10407,10.09.2007
h 00-10408,10.09.2007
h 00-10409,10.09.2007
h 00-10410,10.09.2007
h 00-10411,10.09.2007
h 00-10412,10.09.2007
h 00-10413,10.09.2007
h 00-10414,10.09.2007
h 00-10415,10.09.2007
h 00-10416,10.09.2007
h 00-10417,10.09.2007
h 00-10418,10.09.2007
h 00-10419,10.09.2007
h 00-10420,10.09.2007
h 00-10421,10.09.2007
h 00-10422,10.09.2007
h 00-10423,10.09.2007
h 00-10424,10.09.2007
h 00-10425,13.09.2007
h 00-10426,17.09.2007
h 00-10427,21.09.2007
h 00-10428,21.09.2007
h 00-10429,05.10.2007
h 00-10430,16.10.2007
h 00-10431,24.10.2007
h 00-10432,24.10.2007
h 00-10433,25.10.2007
h 00-10434,24.10.2007
h 00-10435,24.10.2007
h 00-10436,24.10.2007
h 00-10437,26.10.2007
h 00-10438,26.10.2007
h 00-10439,31.10.2007
h 00-10440,02.11.2007
h 00-10441,13.11.2007
h 00-10442,13.11.2007
h 00-10443,22.11.2007
h 00-10444,22.11.2007
h 00-10445,06.12.2007
h 00-10446,08.01.2008
h 00-10447,16.01.2008
h 00-10448,24.01.2008
h 00-10449,29.01.2008
h 00-10450,29.01.2008
h 00-10451,28.01.2008
h 00-10452,29.01.2008
h 00-10453,01.02.2008
h 00-10454,31.01.2008
h 00-10455,06.02.2008
h 00-10456,12.02.2008
h 00-10457,25.02.2008
h 00-10458,13.03.2008
h 00-10459,26.03.2008
h 00-10460,26.03.2008
h 00-10461,26.03.2008
h 00-10463,27.03.2008
h 00-10464,27.03.2008
h 00-10465,27.03.2008
h 00-10466,27.03.2008
h 00-10467,03.04.2008
h 00-10468,04.04.2008
h 00-10469,16.04.2008
h 00-10470,17.04.2008
h 00-10471,18.04.2008
h 00-10472,28.04.2008
h 00-10474,30.04.2008
h 00-10475,30.04.2008
h 00-10476,14.05.2008
h 00-10477,23.05.2008
h 00-10478,23.05.2008
h 00-10479,26.05.2008
h 00-10480,14.07.2021
h 00-10481,30.05.2008
h 00-10482,04.06.2008
h 00-10483,06.06.2008
h 00-10484,06.06.2008
h 00-10485,09.06.2008
h 00-10486,10.06.2008
h 00-10487,12.06.2008
h 00-10488,19.06.2008
h 00-10489,19.06.2008
h 00-10490,18.06.2008
h 00-10491,06.07.2009
h 00-10492,18.06.2008
h 00-10493,18.06.2008
h 00-10494,19.06.2008
h 00-10495,23.06.2008
h 00-10496,24.06.2008
h 00-10497,25.06.2008
h 00-10498,01.07.2008
h 00-10499,04.07.2008
h 00-10500,04.07.2008
h 00-10501,04.07.2008
h 00-10502,09.07.2008
h 00-10503,09.07.2008
h 00-10504,10.07.2008
h 00-10505,11.07.2008
h 00-10506,16.07.2008
h 00-10507,16.07.2008
h 00-10508,17.07.2008
h 00-10509,18.07.2008
h 00-10510,21.07.2008
h 00-10511,23.07.2008
h 00-10512,23.07.2008
h 00-10513,28.07.2008
h 00-10514,29.07.2008
h 00-10515,29.07.2008
h 00-10516,06.08.2008
h 00-10517,07.08.2008
h 00-10518,07.08.2008
h 00-10519,08.08.2008
h 00-10520,08.08.2008
h 00-10521,08.08.2008
h 00-10522,13.08.2008
h 00-10523,13.08.2008
h 00-10524,13.08.2008
h 00-10525,13.08.2008
h 00-10526,19.08.2008
h 00-10527,22.08.2008
h 00-10528,22.08.2008
h 00-10529,29.08.2008
h 00-10530,29.08.2008
h 00-10531,02.09.2008
h 00-10532,02.09.2008
h 00-10533,04.09.2008
h 00-10534,10.09.2008
h 00-10535,10.09.2008
h 00-10536,17.09.2008
h 00-10537,17.09.2008
h 00-10538,19.09.2008
h 00-10539,19.09.2008
h 00-10540,26.09.2008
h 00-10541,29.09.2008
h 00-10542,29.09.2008
h 00-10543,01.10.2008
h 00-10544,01.10.2008
h 00-10545,01.10.2008
h 00-10546,07.10.2008
h 00-10547,07.10.2008
h 00-10548,14.10.2008
h 00-10549,23.10.2008
h 00-10550,03.11.2008
h 00-10551,13.11.2008
h 00-10552,21.11.2008
h 00-10553,27.11.2008
h 00-10554,28.11.2008
h 00-10555,08.12.2008
h 00-10556,07.01.2009
h 00-10557,08.01.2009
h 00-10558,13.01.2009
h 00-10559,14.01.2009
h 00-10560,16.01.2009
h 00-10561,16.01.2009
h 00-10562,22.01.2009
h 00-10563,04.02.2009
h 00-10564,05.02.2009
h 00-10565,06.02.2009
h 00-10566,20.02.2009
h 00-10567,20.02.2009
h 00-10568,23.02.2009
h 00-10569,03.03.2009
h 00-10570,04.03.2009
h 00-10571,06.03.2009
h 00-10572,06.03.2009
h 00-10573,10.03.2009
h 00-10574,12.03.2009
h 00-10575,12.03.2009
h 00-10576,16.03.2009
h 00-10577,17.03.2009
h 00-10578,18.03.2009
h 00-10579,23.03.2009
h 00-10580,24.03.2009
h 00-10581,27.03.2009
h 00-10582,27.03.2009
h 00-10583,27.03.2009
h 00-10584,27.03.2009
h 00-10585,27.03.2009
h 00-10586,27.03.2009
h 00-10587,27.03.2009
h 00-10588,27.03.2009
h 00-10589,27.03.2009
h 00-10590,27.03.2009
h 00-10591,27.03.2009
h 00-10592,27.03.2009
h 00-10593,31.03.2009
h 00-10594,02.04.2009
h 00-10595,09.04.2009
h 00-10596,20.04.2009
h 00-10597,22.04.2009
h 00-10598,22.04.2009
h 00-10599,08.05.2009
h 00-10600,12.05.2009
h 00-10601,13.05.2009
h 00-10602,13.05.2009
h 00-10603,13.05.2009
h 00-10604,13.05.2009
h 00-10605,13.05.2009
h 00-10607,15.05.2009
h 00-10609,19.05.2009
h 00-10610,20.05.2009
h 00-10611,20.05.2009
h 00-10612,25.05.2009
h 00-10613,27.05.2009
h 00-10614,08.06.2009
h 00-10615,08.06.2009
h 00-10616,11.06.2009
h 00-10617,11.06.2009
h 00-10618,19.06.2009
h 00-10619,16.06.2009
h 00-10620,16.06.2009
h 00-10621,18.06.2009
h 00-10622,07.07.2009
h 00-10623,07.07.2009
h 00-10624,07.07.2009
h 00-10625,13.07.2009
h 00-10626,14.07.2009
h 00-10627,16.07.2009
h 00-10628,17.07.2009
h 00-10629,17.07.2009
h 00-10630,21.07.2009
h 00-10631,21.07.2009
h 00-10632,22.07.2009
h 00-10633,23.07.2009
h 00-10634,23.07.2009
h 00-10635,27.07.2009
h 00-10636,27.07.2009
h 00-10637,27.07.2009
h 00-10638,30.07.2009
h 00-10639,31.07.2009
h 00-10640,03.08.2009
h 00-10641,03.08.2009
h 00-10642,13.08.2009
h 00-10643,18.08.2009
h 00-10644,18.08.2009
h 00-10645,18.08.2009
h 00-10646,18.08.2009
h 00-10647,19.08.2009
h 00-10648,20.08.2009
h 00-10649,01.09.2009
h 00-10650,22.09.2009
h 00-10651,22.09.2009
h 00-10652,22.09.2009
h 00-10653,24.09.2009
h 00-10654,24.09.2009
h 00-10655,25.09.2009
h 00-10656,02.10.2009
h 00-10657,02.10.2009
h 00-10658,08.10.2009
h 00-10659,21.10.2009
h 00-10660,26.10.2009
h 00-10661,26.10.2009
h 00-10662,10.11.2009
h 00-10663,12.11.2009
h 00-10664,08.12.2009
h 00-10665,17.12.2009
h 00-10666,05.01.2010
h 00-10667,03.02.2010
h 00-10668,08.02.2010
h 00-10669,15.02.2010
h 00-10670,15.02.2010
h 00-10671,15.02.2010
h 00-10672,23.02.2010
h 00-10673,05.03.2010
h 00-10674,08.03.2010
h 00-10675,08.03.2010
h 00-10676,08.03.2010
h 00-10677,09.03.2010
h 00-10678,15.03.2010
h 00-10679,15.03.2010
h 00-10680,15.03.2010
h 00-10681,19.03.2010
h 00-10682,23.03.2010
h 00-10683,29.03.2010
h 00-10684,29.03.2010
h 00-10685,30.03.2010
h 00-10686,30.03.2010
h 00-10687,30.03.2010
h 00-10688,30.03.2010
h 00-10689,30.03.2010
h 00-10690,30.03.2010
h 00-10691,31.03.2010
h 00-10692,06.04.2010
h 00-10693,07.04.2010
h 00-10694,22.04.2010
h 00-10695,29.04.2010
h 00-10696,07.05.2010
h 00-10697,07.05.2010
h 00-10698,18.05.2010
h 00-10699,28.05.2010
h 00-10700,02.06.2010
h 00-10701,10.06.2010
h 00-10702,14.06.2010
h 00-10703,18.06.2010
h 00-10704,18.06.2010
h 00-10705,28.06.2010
h 00-10706,28.06.2010
h 00-10707,28.06.2010
h 00-10708,12.07.2010
h 00-10709,07.07.2010
h 00-10710,12.07.2010
h 00-10711,12.07.2010
h 00-10712,12.07.2010
h 00-10713,13.07.2010
h 00-10714,15.07.2010
h 00-10715,19.07.2010
h 00-10716,19.07.2010
h 00-10717,19.07.2010
h 00-10718,22.07.2010
h 00-10719,28.07.2010
h 00-10720,02.08.2010
h 00-10721,02.08.2010
h 00-10722,10.08.2010
h 00-10723,11.08.2010
h 00-10724,16.08.2010
h 00-10725,19.08.2010
h 00-10726,19.08.2010
h 00-10727,19.08.2010
h 00-10728,31.08.2010
h 00-10729,31.08.2010
h 00-10730,03.09.2010
h 00-10731,08.09.2010
h 00-10732,08.09.2010
h 00-10733,09.09.2010
h 00-10734,14.09.2010
h 00-10735,14.09.2010
h 00-10736,14.09.2010
h 00-10737,20.09.2010
h 00-10738,24.09.2010
h 00-10739,05.10.2010
h 00-10740,05.10.2010
h 00-10741,05.10.2010
h 00-10742,07.10.2010
h 00-10743,07.10.2010
h 00-10744,07.10.2010
h 00-10745,18.10.2010
h 00-10746,20.10.2010
h 00-10747,25.10.2010
h 00-10748,26.10.2010
h 00-10749,29.10.2010
h 00-10750,25.11.2010
h 00-10751,30.11.2010
h 00-10752,01.12.2010
h 00-10753,13.12.2010
h 00-10754,21.12.2010
h 00-10755,21.12.2010
h 00-10756,21.12.2010
h 00-10757,06.01.2011
h 00-10758,07.01.2011
h 00-10759,11.01.2011
h 00-10760,11.01.2011
h 00-10761,14.01.2011
h 00-10762,14.01.2011
h 00-10763,25.01.2011
h 00-10764,21.02.2011
h 00-10765,18.02.2011
h 00-10766,21.02.2011
h 00-10767,03.03.2011
h 00-10768,15.03.2011
h 00-10769,25.03.2011
h 00-10770,14.04.2011
h 00-10771,15.04.2011
h 00-10772,28.04.2011
h 00-10773,28.04.2011
h 00-10774,28.04.2011
h 00-10775,28.04.2011
h 00-10776,28.04.2011
h 00-10777,28.04.2011
h 00-10778,28.04.2011
h 00-10779,20.04.2011
h 00-10780,19.04.2011
h 00-10781,20.04.2011
h 00-10782,20.04.2011
h 00-10783,20.04.2011
h 00-10784,06.05.2011
h 00-10785,24.05.2011
